Age,Number
AGE_0_9,97102
AGE_10_19,104491
AGE_20_29,115273
AGE_30_39,107628
AGE_40_49,110616
AGE_50_59,126873
AGE_60_69,107987
AGE_70_79,62722
AGE_80,38201
