Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,64
FINANCEINSURANCE,374
REALESTATERENTAL,0
SCIENTIFICTECHNICAL,177
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,127
EDUCATION,0
HEALTHCARE,1409
ART,87
FOOD,709
OTHER,174
