Age,Number
AGE_0_9,4671
AGE_10_19,4993
AGE_20_29,4296
AGE_30_39,4278
AGE_40_49,4652
AGE_50_59,6221
AGE_60_69,6069
AGE_70_79,4053
AGE_80,1946
