Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,450
FINANCEINSURANCE,1410
REALESTATERENTAL,573
SCIENTIFICTECHNICAL,3628
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,2403
EDUCATION,117
HEALTHCARE,9998
ART,370
FOOD,4870
OTHER,1210
