Age,Number
AGE_0_9,10832
AGE_10_19,12558
AGE_20_29,12188
AGE_30_39,11416
AGE_40_49,12231
AGE_50_59,13282
AGE_60_69,14011
AGE_70_79,7608
AGE_80,4184
