time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-23,104188,0.0,0.0,0.0,0.0,0.0
2020-03-01,182329,0.0,0.0,0.0,0.0,0.0
2020-03-08,182329,0.0,0.0,0.0,0.0,0.0
2020-03-15,182329,0.0,0.0,0.0,0.0,0.0
2020-03-22,182329,1.0,0.0,0.0,0.0,0.0
2020-03-29,182329,3.0,0.0,0.0,0.0,0.0
2020-04-05,182329,9.0,2.0,0.0,0.0,0.0
2020-04-12,182329,8.0,0.0,0.0,0.0,0.0
2020-04-19,182329,0.0,0.0,0.0,9.9687853,9.2758496
2020-04-26,182329,0.0,0.0,0.0,1.667911,1.5375072
2020-05-03,182329,0.0,0.0,0.0,2.9942339000000002,2.1738448
2020-05-10,182329,0.0,0.0,0.0,0.509618,0.2295054
2020-05-17,182329,0.0,0.0,0.0,0.6550997000000001,0.6550997000000001
2020-05-24,182329,0.0,0.0,0.0,0.1957659,0.1957659
2020-05-31,182329,0.0,0.0,0.0,0.972098,0.2679366
2020-06-07,182329,5.0,0.0,0.0,3.7634214,3.220581
2020-06-14,182329,0.0,0.0,0.0,0.0,0.0
2020-06-21,182329,0.0,0.0,0.0,0.34598470000000003,0.0
2020-06-28,182329,1.0,0.0,0.0,0.0,0.0
2020-07-05,182329,8.0,0.0,0.0,0.0,0.0
2020-07-12,182329,4.0,0.0,0.0,0.0,0.0
2020-07-19,182329,6.0,0.0,0.0,3.0727656000000003,3.0727656000000003
2020-07-26,182329,7.0,0.0,0.0,2.4794435,2.4794435
2020-08-02,182329,4.0,0.0,0.0,0.0,0.0
2020-08-09,182329,6.0,0.0,0.0,0.0,0.0
2020-08-16,182329,12.0,0.0,0.0,0.0,0.0
2020-08-23,182329,29.0,0.0,0.0,0.0,0.0
2020-08-30,182329,19.0,0.0,0.0,0.0,0.0
2020-09-06,182329,9.0,1.0,0.0,0.0,0.0
2020-09-13,182329,4.0,1.0,0.0,0.0,0.0
2020-09-20,182329,17.0,0.0,0.0,0.0,0.0
2020-09-27,182329,5.0,0.0,0.0,0.0,0.0
2020-10-04,182329,10.0,0.0,0.0,0.0,0.0
2020-10-11,182329,10.0,0.0,0.0,0.0,0.0
2020-10-18,182329,6.0,0.0,0.0,0.0,0.0
2020-10-25,182329,39.0,0.0,0.0,0.0,0.0
2020-11-01,182329,110.0,0.0,0.0,0.0,0.0
2020-11-08,182329,134.0,6.0,0.0,0.0,0.0
2020-11-15,182329,245.0,8.0,0.0,0.0,0.0
2020-11-22,182329,124.0,9.0,0.0,0.0,0.0
2020-11-29,182329,105.0,1.0,0.0,0.0,0.0
2020-12-06,182329,104.0,0.0,0.0,0.0,0.0
2020-12-13,182329,87.0,2.0,0.0,0.0,0.0
2020-12-20,182329,30.0,3.0,0.0,0.0,0.0
2020-12-27,182329,34.0,0.0,0.0,0.0,0.0
2021-01-03,182329,39.0,0.0,0.0,0.0,0.0
2021-01-10,182329,47.0,1.0,0.0,0.0,0.0
2021-01-17,182329,45.0,0.0,0.0,0.0,0.0
2021-01-24,182329,31.0,0.0,0.0,0.0,0.0
2021-01-31,182329,40.0,1.0,0.0,0.0,0.0
2021-02-07,182329,30.0,1.0,0.0,0.0,0.0
2021-02-14,182329,37.0,1.0,0.0,0.0,0.0
2021-02-21,182329,24.0,1.0,0.0,0.0,0.0
2021-02-28,182329,40.0,1.0,0.0,0.0,0.0
2021-03-07,182329,27.0,0.0,0.0,0.0,0.0
2021-03-14,182329,18.0,0.0,0.0,0.0,0.0
2021-03-21,182329,29.0,0.0,0.0,0.0,0.0
2021-03-28,182329,58.0,0.0,0.0,0.0,0.0
2021-04-04,182329,107.0,1.0,0.0,0.0,0.0
2021-04-11,182329,154.0,0.0,0.0,0.0,0.0
2021-04-18,182329,139.0,0.0,0.0,0.0,0.0
2021-04-25,182329,98.0,1.0,0.0,0.0,0.0
2021-05-02,182329,87.0,0.0,0.0,0.0,0.0
2021-05-09,182329,51.0,0.0,0.0,0.0,0.0
2021-05-16,182329,44.0,0.0,0.0,0.0,0.0
2021-05-23,182329,20.0,0.0,0.0,0.0,0.0
2021-05-30,182329,6.0,1.0,0.0,0.0,0.0
2021-06-06,182329,8.0,1.0,0.0,0.0,0.0
2021-06-13,182329,2.0,0.0,0.0,0.0,0.0
2021-06-20,182329,2.0,0.0,0.0,0.0,0.0
2021-06-27,182329,1.0,0.0,0.0,0.0,0.0
2021-07-04,182329,0.0,0.0,0.0,0.0,0.0
2021-07-11,182329,2.0,0.0,0.0,0.0,0.0
2021-07-18,182329,4.0,0.0,0.0,0.0,0.0
2021-07-25,182329,8.0,0.0,0.0,0.0,0.0
2021-08-01,182329,12.0,0.0,0.0,0.0,0.0
2021-08-08,182329,22.0,0.0,0.0,0.0,0.0
2021-08-15,182329,29.0,0.0,0.0,0.0,0.0
2021-08-22,182329,49.0,0.0,0.0,0.0,0.0
2021-08-29,182329,56.0,2.0,0.0,0.0,0.0
2021-09-05,182329,58.0,0.0,0.0,0.0,0.0
2021-09-12,182329,56.0,0.0,0.0,0.0,0.0
2021-09-19,182329,77.0,0.0,0.0,0.0,0.0
2021-09-26,182329,97.0,1.0,0.0,0.0,0.0
2021-10-03,182329,114.0,1.0,0.0,0.0,0.0
2021-10-10,182329,150.0,2.0,0.0,0.0,0.0
2021-10-17,182329,145.0,0.0,0.0,0.0,0.0
2021-10-24,182329,123.0,0.0,0.0,0.0,0.0
2021-10-31,182329,78.0,2.0,0.0,0.0,0.0
2021-11-07,182329,97.0,0.0,0.0,0.0,0.0
2021-11-14,130235,107.0,2.0,0.0,0.0,0.0
