time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-23,104468,0.0,0.0,0.0,0.0,0.0
2020-03-01,182819,0.0,0.0,0.0,0.0,0.0
2020-03-08,182819,0.0,0.0,0.0,0.0,0.0
2020-03-15,182819,1.0,0.0,0.0,0.0,0.0
2020-03-22,182819,0.0,0.0,0.0,0.0,0.0
2020-03-29,182819,2.0,0.0,0.0,0.0,0.0
2020-04-05,182819,11.0,0.0,0.0,0.0,0.0
2020-04-12,182819,8.0,1.0,0.0,1.9584311,1.3227576
2020-04-19,182819,2.0,0.0,0.0,3.0217749,2.7632798
2020-04-26,182819,8.0,0.0,0.0,7.0625884,7.0625884
2020-05-03,182819,12.0,0.0,0.0,2.8402965,2.8402965
2020-05-10,182819,2.0,0.0,0.0,3.754447,3.754447
2020-05-17,182819,7.0,0.0,0.0,2.4818396,2.4818396
2020-05-24,182819,12.0,0.0,0.0,3.1416867,3.1416867
2020-05-31,182819,1.0,0.0,0.0,3.6254138,3.6254138
2020-06-07,182819,11.0,0.0,0.0,0.6412219,0.6412219
2020-06-14,182819,3.0,0.0,0.0,1.8498199,1.8498199
2020-06-21,182819,3.0,0.0,0.0,2.4800313000000003,2.4800313000000003
2020-06-28,182819,3.0,0.0,0.0,5.3771299,4.7511171
2020-07-05,182819,22.0,0.0,0.0,1.4607553,1.4607553
2020-07-12,182819,17.0,0.0,0.0,8.4628586,8.3491515
2020-07-19,182819,26.0,0.0,0.0,1.3665544,1.0880649
2020-07-26,182819,17.0,0.0,0.0,3.2621945,3.2621945
2020-08-02,182819,12.0,0.0,0.0,14.5760517,14.5760517
2020-08-09,182819,11.0,0.0,0.0,7.6978802,7.6978802
2020-08-16,182819,13.0,1.0,0.0,0.0,0.0
2020-08-23,182819,7.0,1.0,0.0,0.0,0.0
2020-08-30,182819,14.0,1.0,0.0,0.0,0.0
2020-09-06,182819,16.0,0.0,0.0,0.0,0.0
2020-09-13,182819,16.0,0.0,0.0,0.0,0.0
2020-09-20,182819,32.0,1.0,0.0,0.0,0.0
2020-09-27,182819,26.0,1.0,0.0,0.0,0.0
2020-10-04,182819,46.0,1.0,0.0,0.0,0.0
2020-10-11,182819,31.0,0.0,0.0,0.0,0.0
