time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-23,104156,0.0,0.0,0.0,0.0,0.0
2020-03-01,182273,0.0,0.0,0.0,0.0,0.0
2020-03-08,182273,0.0,0.0,0.0,0.0,0.0
2020-03-15,182273,0.0,0.0,0.0,0.0,0.0
2020-03-22,182273,0.0,0.0,0.0,0.0,0.0
2020-03-29,182273,1.0,0.0,0.0,0.0,0.0
2020-04-05,182273,0.0,0.0,0.0,0.0,0.0
2020-04-12,182273,11.0,1.0,0.0,0.0,0.0
2020-04-19,182273,17.0,1.0,0.0,0.0,0.0
2020-04-26,182273,17.0,1.0,0.0,0.0,0.0
2020-05-03,182273,10.0,1.0,0.0,0.0,0.0
2020-05-10,182273,1.0,0.0,0.0,0.0,0.0
2020-05-17,182273,0.0,0.0,11.261511,0.0,0.0
2020-05-24,182273,1.0,1.0,19.528925,0.0,0.0
2020-05-31,182273,0.0,0.0,12.832259,0.0,0.0
2020-06-07,182273,5.0,0.0,10.794976,0.0,0.0
2020-06-14,182273,0.0,0.0,0.0,0.0,0.0
2020-06-21,182273,3.0,0.0,0.0,0.0,0.0
2020-06-28,182273,2.0,0.0,0.0,0.0,0.0
2020-07-05,182273,2.0,0.0,0.0,0.0,0.0
2020-07-12,182273,16.0,0.0,0.0,0.0,0.0
2020-07-19,182273,0.0,0.0,0.0,0.0,0.0
2020-07-26,182273,8.0,0.0,0.0,0.0,0.0
2020-08-02,182273,3.0,0.0,0.0,0.0,0.0
2020-08-09,182273,9.0,0.0,0.0,0.0,0.0
2020-08-16,182273,4.0,0.0,0.0,0.0,0.0
2020-08-23,182273,2.0,0.0,0.0,0.0,0.0
2020-08-30,182273,1.0,0.0,0.0,0.0,0.0
2020-09-06,182273,0.0,0.0,0.0,0.0,0.0
2020-09-13,182273,3.0,0.0,0.0,0.0,0.0
2020-09-20,182273,2.0,0.0,0.0,0.0,0.0
2020-09-27,182273,6.0,0.0,0.0,0.0,0.0
2020-10-04,182273,2.0,0.0,22.697488999999997,0.0,0.0
2020-10-11,182273,3.0,0.0,28.937421999999998,0.0,0.0
2020-10-18,182273,7.0,0.0,26.605488,0.0,0.0
2020-10-25,182273,14.0,0.0,0.0,0.0,0.0
2020-11-01,182273,7.0,0.0,8.698076,0.0,0.0
2020-11-08,182273,18.0,0.0,29.459314,0.0,0.0
2020-11-15,182273,45.0,0.0,82.784073,0.0,0.0
2020-11-22,182273,64.0,0.0,95.034742,0.0,0.0
2020-11-29,182273,45.0,0.0,0.0,0.0,0.0
2020-12-06,182273,59.0,0.0,11.953999,0.0,0.0
2020-12-13,182273,37.0,0.0,22.82602,0.0,0.0
2020-12-20,182273,12.0,1.0,37.979231,0.0,0.0
2020-12-27,182273,11.0,0.0,0.0,0.0,0.0
2021-01-03,182273,35.0,-1.0,0.0,0.0,0.0
2021-01-10,182273,19.0,0.0,13.912479,0.0,0.0
2021-01-17,182273,11.0,0.0,48.26176,0.0,0.0
2021-01-24,182273,20.0,0.0,5.104744,0.0,0.0
2021-01-31,182273,23.0,0.0,13.160438,0.0,0.0
2021-02-07,182273,9.0,0.0,18.287842,0.0,0.0
2021-02-14,182273,7.0,0.0,8.405586,0.0,0.0
2021-02-21,182273,7.0,0.0,10.329817,0.0,0.0
2021-02-28,182273,10.0,0.0,21.760897,0.0,0.0
2021-03-07,182273,18.0,0.0,28.608968,0.0,0.0
2021-03-14,182273,9.0,0.0,14.537134,0.0,0.0
2021-03-21,182273,33.0,0.0,20.962859,0.0,0.0
2021-03-28,182273,44.0,0.0,50.039479,0.0,0.0
2021-04-04,182273,68.0,1.0,29.316113,0.0,0.0
2021-04-11,182273,74.0,1.0,17.713960999999998,0.0,0.0
2021-04-18,182273,56.0,0.0,43.725093,0.0,0.0
2021-04-25,182273,30.0,4.0,42.556301000000005,0.0,0.0
2021-05-02,182273,13.0,2.0,20.118513,0.0,0.0
2021-05-09,182273,27.0,-1.0,26.392156,0.0,0.0
2021-05-16,182273,13.0,2.0,26.941032,0.0,0.0
2021-05-23,182273,11.0,0.0,12.438518,0.0,0.0
2021-05-30,182273,6.0,0.0,4.199827,0.0,0.0
2021-06-06,182273,1.0,0.0,0.0,0.0,0.0
2021-06-13,182273,0.0,0.0,0.0,0.0,0.0
2021-06-20,182273,2.0,0.0,0.0,0.0,0.0
2021-06-27,182273,1.0,0.0,0.0,0.0,0.0
2021-07-04,182273,0.0,0.0,0.0,0.0,0.0
2021-07-11,182273,1.0,0.0,0.0,0.0,0.0
2021-07-18,182273,0.0,0.0,0.0,0.0,0.0
2021-07-25,182273,0.0,0.0,0.0,0.0,0.0
2021-08-01,182273,2.0,0.0,0.0,0.0,0.0
2021-08-08,182273,9.0,0.0,0.0,0.0,0.0
2021-08-15,182273,14.0,0.0,0.0,0.0,0.0
2021-08-22,182273,10.0,0.0,0.0,0.0,0.0
2021-08-29,182273,12.0,0.0,0.0,0.0,0.0
2021-09-05,182273,16.0,0.0,2.630412,0.0,0.0
2021-09-12,182273,22.0,0.0,5.705002,0.0,0.0
