time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-01,26125,,,0.0,,
2020-02-02,26125,,,0.0,,
2020-02-03,26125,,,0.0,,
2020-02-04,26125,,,0.0,,
2020-02-05,26125,,,0.0,,
2020-02-06,26125,,,0.0,,
2020-02-07,26125,,,0.0,,
2020-02-08,26125,,,0.0,,
2020-02-09,26125,,,0.0,,
2020-02-10,26125,,,0.0,,
2020-02-11,26125,,,0.0,,
2020-02-12,26125,,,0.0,,
2020-02-13,26125,,,0.0,,
2020-02-14,26125,,,0.0,,
2020-02-15,26125,,,0.0,,
2020-02-16,26125,,,0.0,,
2020-02-17,26125,,,0.0,,
2020-02-18,26125,,,0.0,,
2020-02-19,26125,,,0.0,,
2020-02-20,26125,0.0,0.0,0.0,,
2020-02-21,26125,0.0,0.0,0.0,,
2020-02-22,26125,0.0,0.0,0.0,,
2020-02-23,26125,0.0,0.0,0.0,,
2020-02-24,26125,0.0,0.0,0.0,,
2020-02-25,26125,0.0,0.0,0.0,,
2020-02-26,26125,0.0,0.0,0.0,,
2020-02-27,26125,0.0,0.0,0.0,,
2020-02-28,26125,0.0,0.0,0.0,,
2020-02-29,26125,0.0,0.0,0.0,,
2020-03-01,26125,0.0,0.0,0.0,,
2020-03-02,26125,0.0,0.0,0.0,,
2020-03-03,26125,0.0,0.0,0.0,,
2020-03-04,26125,0.0,0.0,0.029857,,
2020-03-05,26125,0.0,0.0,0.02623,,
2020-03-06,26125,0.0,0.0,0.022223,,
2020-03-07,26125,0.0,0.0,0.018066,,
2020-03-08,26125,0.0,0.0,0.013978,,
2020-03-09,26125,0.0,0.0,0.010156,,
2020-03-10,26125,1.0,0.0,0.006751,,
2020-03-11,26125,0.0,0.0,0.003868,,
2020-03-12,26125,2.0,0.0,0.001556,,
2020-03-13,26125,3.0,0.0,0.0,,
2020-03-14,26125,3.0,0.0,0.029604,,
2020-03-15,26125,5.0,0.0,0.049008,,
2020-03-16,26125,0.0,0.0,0.07426,,
2020-03-17,26125,2.0,0.0,0.109904,,
2020-03-18,26125,7.0,0.0,0.518806,,
2020-03-19,26125,82.0,0.0,1.598078,,
2020-03-20,26125,79.0,0.0,1.707823,,
2020-03-21,26125,45.0,1.0,1.829881,,
2020-03-22,26125,48.0,0.0,2.012592,,
2020-03-23,26125,52.0,3.0,2.166699,,
2020-03-24,26125,99.0,0.0,1.843549,,
2020-03-25,26125,115.0,6.0,2.025701,,
2020-03-26,26125,125.0,5.0,2.131531,,
2020-03-27,26125,156.0,11.0,2.411284,,
2020-03-28,26125,194.0,5.0,3.137452,,
2020-03-29,26125,152.0,0.0,3.759628,,
2020-03-30,26125,195.0,17.0,4.483149,,
2020-03-31,26125,226.0,22.0,4.868665,,
2020-04-01,26125,319.0,29.0,5.260272,,
2020-04-02,26125,273.0,20.0,4.990699,,
2020-04-03,26125,357.0,17.0,4.972764,,
2020-04-04,26125,245.0,6.0,5.109046,,
2020-04-05,26125,250.0,21.0,5.267961,,
2020-04-06,26125,345.0,22.0,5.455158,0.7542438,0.7542438
2020-04-07,26125,356.0,20.0,5.848115,0.8811663,0.9532543
2020-04-08,26125,271.0,29.0,6.208537,0.9842558,1.0215327
2020-04-09,26125,240.0,12.0,6.468452,0.9527877,0.9810867
2020-04-10,26125,264.0,36.0,6.376804,0.996572,1.0294997
2020-04-11,26125,291.0,34.0,6.013765,0.9003586,0.9269237
2020-04-12,26125,113.0,13.0,5.742114,0.8588638,0.8857667
2020-04-13,26125,158.0,0.0,5.618018,0.8008553,0.8261769
2020-04-14,26125,291.0,35.0,6.328241,0.6368054,0.6452023
2020-04-15,26125,212.0,28.0,6.992788,0.5018165,0.516706
2020-04-16,26125,202.0,28.0,7.452284,0.4308896,0.4470084
2020-04-17,26125,123.0,22.0,8.467341,0.3496208,0.3202926
2020-04-18,26125,120.0,16.0,10.046313,0.3492434,0.3073093
2020-04-19,26125,88.0,13.0,11.064219,0.3481366,0.2957352
2020-04-20,26125,69.0,8.0,12.109337,0.3311116,0.2567495
2020-04-21,26125,128.0,27.0,11.240227,0.368605,0.2901662
2020-04-22,26125,157.0,23.0,13.46032,0.4326868,0.3607428
2020-04-23,26125,171.0,38.0,13.148968,0.3783539,0.3060751
2020-04-24,26125,170.0,18.0,13.631372,0.3041426,0.2756355
2020-04-25,26125,77.0,27.0,13.148666,0.3557683,0.2615312
2020-04-26,26125,32.0,8.0,13.013466,0.4957721,0.3978744
2020-04-27,26125,0.0,11.0,12.939477,0.5508706,0.4760127
2020-04-28,26125,99.0,23.0,14.554597,0.5339944,0.4592257
2020-04-29,26125,147.0,14.0,15.422837,0.4267393,0.3443263
2020-04-30,26125,108.0,28.0,15.377145,0.520576,0.4367716
2020-05-01,26125,156.0,9.0,14.026601,0.5149419,0.4309663
2020-05-02,26125,52.0,40.0,13.346639,0.5211658,0.5143183
2020-05-03,26125,24.0,12.0,12.927557,0.3879943,0.3867229
2020-05-04,26125,0.0,5.0,12.370004,0.3203314,0.3144587
2020-05-05,26125,23.0,10.0,11.416666,0.3328554,0.3270777
2020-05-06,26125,51.0,2.0,10.796278,0.3931953,0.3873662
2020-05-07,26125,51.0,15.0,9.962628,0.3121388,0.3148747
2020-05-08,26125,40.0,16.0,9.398235,0.4677762,0.4705102
2020-05-09,26125,28.0,36.0,9.188034,0.4851043,0.4286905
2020-05-10,26125,44.0,2.0,8.961167,0.4714754,0.4148667
2020-05-11,26125,16.0,6.0,8.305793,0.5800275,0.5275285
2020-05-12,26125,32.0,23.0,7.74988,0.5675338,0.5133146
2020-05-13,26125,46.0,2.0,7.325884,0.5459272,0.5115104
2020-05-14,26125,122.0,14.0,7.347672,0.5411872,0.4985769
2020-05-15,26125,42.0,8.0,6.372021,0.3804172,0.3387887
2020-05-16,26125,29.0,14.0,5.558305,0.2657173,0.2845501
2020-05-17,26125,20.0,2.0,5.460727,0.2385454,0.2571971
2020-05-18,26125,7.0,1.0,5.995663,0.1413602,0.1433547
2020-05-19,26125,28.0,15.0,5.564107,0.14687,0.1488348
2020-05-20,26125,39.0,7.0,5.942516,0.1542852,0.1379928
2020-05-21,26125,8.0,9.0,5.817441,0.2137501,0.197443
2020-05-22,26125,6.0,0.0,5.64867,0.1985242,0.1820511
2020-05-23,26125,61.0,10.0,5.461562,0.2592796,0.2426678
2020-05-24,26125,23.0,1.0,5.448339,0.2733174,0.2524179
2020-05-25,26125,11.0,0.0,5.839132,0.2643374,0.2599575
2020-05-26,26125,14.0,3.0,6.814039,0.3190329,0.314725
2020-05-27,26125,20.0,3.0,6.691418,0.2978344,0.2935409
2020-05-28,26125,21.0,10.0,6.246959,0.2648507,0.2677032
2020-05-29,26125,30.0,4.0,5.614801,0.2696246,0.272471
2020-05-30,26125,8.0,8.0,5.19251,0.2012854,0.2040926
2020-05-31,26125,77.0,5.0,4.767716,0.2017174,0.2260509
2020-06-01,26125,11.0,4.0,4.611174,0.2472211,0.2606226
2020-06-02,26125,5.0,7.0,3.888839,0.2183558,0.231687
2020-06-03,26125,13.0,4.0,3.599299,0.2761221,0.2781692
2020-06-04,26125,13.0,3.0,3.159082,0.264819,0.2598894
2020-06-05,26125,2421.0,42.0,3.008169,0.2484185,0.2434632
2020-06-06,26125,121.0,7.0,2.868421,0.3177361,0.3126787
2020-06-07,26125,25.0,0.0,2.862667,0.3113512,0.2891651
2020-06-08,26125,128.0,1.0,2.916511,0.2663002,0.2547357
2020-06-09,26125,122.0,0.0,3.024885,0.2996829,0.2880009
2020-06-10,26125,7.0,2.0,2.834095,0.2473539,0.2473539
2020-06-11,26125,21.0,3.0,2.553133,0.2179001,0.2179001
2020-06-12,26125,3.0,1.0,2.700336,0.2553551,0.2553551
2020-06-13,26125,12.0,5.0,2.975213,0.1750317,0.1750317
2020-06-14,26125,8.0,0.0,3.301942,0.1740154,0.1740154
2020-06-15,26125,7.0,0.0,3.613201,0.2071192,0.2188475
2020-06-16,26125,59.0,2.0,3.537177,0.156198,0.1679831
2020-06-17,26125,12.0,0.0,3.334525,0.1226472,0.1343319
2020-06-18,26125,41.0,2.0,3.229799,0.2465958,0.2583838
2020-06-19,26125,60.0,0.0,3.249167,0.2100505,0.2220018
2020-06-20,26125,182.0,5.0,3.232719,0.210494,0.2225038
2020-06-21,26125,18.0,1.0,3.264798,0.2014633,0.2135594
2020-06-22,26125,55.0,1.0,3.316963,0.1578406,0.1578406
