time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-01,26149.0,,,0.0,,
2020-02-02,26149.0,,,0.0,,
2020-02-03,26149.0,,,0.0,,
2020-02-04,26149.0,,,0.0,,
2020-02-05,26149.0,,,0.0,,
2020-02-06,26149.0,,,0.0,,
2020-02-07,26149.0,,,0.0,,
2020-02-08,26149.0,,,0.0,,
2020-02-09,26149.0,,,0.0,,
2020-02-10,26149.0,,,0.0,,
2020-02-11,26149.0,,,0.0,,
2020-02-12,26149.0,,,0.0,,
2020-02-13,26149.0,,,0.0,,
2020-02-14,26149.0,,,0.0,,
2020-02-15,26149.0,,,0.0,,
2020-02-16,26149.0,,,0.0,,
2020-02-17,26149.0,,,0.0,,
2020-02-18,26149.0,,,0.0,,
2020-02-19,26149.0,,,0.0,,
2020-02-20,26149.0,0.0,0.0,0.0,,
2020-02-21,26149.0,0.0,0.0,0.0,,
2020-02-22,26149.0,0.0,0.0,0.0,,
2020-02-23,26149.0,0.0,0.0,0.0,,
2020-02-24,26149.0,0.0,0.0,0.0,,
2020-02-25,26149.0,0.0,0.0,0.0,,
2020-02-26,26149.0,0.0,0.0,0.0,,
2020-02-27,26149.0,0.0,0.0,0.0,,
2020-02-28,26149.0,0.0,0.0,0.0,,
2020-02-29,26149.0,0.0,0.0,0.0,,
2020-03-01,26149.0,0.0,0.0,0.0,,
2020-03-02,26149.0,0.0,0.0,0.0,,
2020-03-03,26149.0,0.0,0.0,0.0,,
2020-03-04,26149.0,0.0,0.0,0.0,,
2020-03-05,26149.0,0.0,0.0,0.0,,
2020-03-06,26149.0,0.0,0.0,0.0,,
2020-03-07,26149.0,0.0,0.0,0.0,,
2020-03-08,26149.0,0.0,0.0,0.0,,
2020-03-09,26149.0,0.0,0.0,0.505696,,
2020-03-10,26149.0,0.0,0.0,1.237856,,
2020-03-11,26149.0,0.0,0.0,1.567741,,
2020-03-12,26149.0,0.0,0.0,1.532627,,
2020-03-13,26149.0,0.0,0.0,1.390391,,
2020-03-14,26149.0,0.0,0.0,1.173402,,
2020-03-15,26149.0,0.0,0.0,1.225495,,
2020-03-16,26149.0,0.0,0.0,1.066559,,
2020-03-17,26149.0,0.0,0.0,0.62955,,
2020-03-18,26149.0,0.0,0.0,0.022821,,
2020-03-19,26149.0,0.0,0.0,0.0,,
2020-03-20,26149.0,0.0,0.0,0.0,,
2020-03-21,26149.0,0.0,0.0,0.0,,
2020-03-22,26149.0,0.0,0.0,0.0,,
2020-03-23,26149.0,0.0,0.0,0.0,,
2020-03-24,26149.0,0.0,0.0,0.0,,
2020-03-25,26149.0,0.0,0.0,0.0,,
2020-03-26,26149.0,0.0,0.0,0.0,,
2020-03-27,26149.0,0.0,0.0,0.0,,
2020-03-28,26149.0,0.0,0.0,0.0,,
2020-03-29,26149.0,0.0,0.0,0.0,,
2020-03-30,26149.0,3.0,0.0,0.0,,
2020-03-31,26149.0,1.0,0.0,0.0,,
2020-04-01,26149.0,1.0,0.0,0.0,,
2020-04-02,26149.0,3.0,0.0,0.0,,
2020-04-03,26149.0,1.0,0.0,0.0,,
2020-04-04,26149.0,0.0,0.0,0.0,,
2020-04-05,26149.0,1.0,0.0,,,
2020-04-06,26149.0,1.0,0.0,,,
2020-04-07,26149.0,3.0,0.0,2.056403,,
2020-04-08,26149.0,2.0,0.0,,0.72788,0.72788
2020-04-09,26149.0,2.0,0.0,,1.3883046,1.3883046
2020-04-10,26149.0,2.0,0.0,,1.1223692,1.1223692
2020-04-11,26149.0,0.0,0.0,,1.1374247,1.1374247
2020-04-12,26149.0,1.0,0.0,,1.1374247,1.1374247
2020-04-13,26149.0,0.0,0.0,,1.1136415,1.1136415
2020-04-14,26149.0,1.0,1.0,,1.2618647,1.2618647
2020-04-15,26149.0,0.0,0.0,1.660504,1.7720281,1.7720281
2020-04-16,26149.0,1.0,0.0,1.461606,1.0116493,1.0116493
2020-04-17,26149.0,0.0,0.0,1.300146,1.146324,1.146324
2020-04-18,26149.0,1.0,0.0,1.189326,1.0892307,1.0892307
2020-04-19,26149.0,1.0,0.0,,1.5131984,1.5131984
2020-04-20,26149.0,0.0,0.0,,1.5528624,1.5528624
2020-04-21,26149.0,0.0,0.0,0.664865,1.7892327,1.7892327
2020-04-22,26149.0,2.0,0.0,0.550092,1.3965046,1.3965046
2020-04-23,26149.0,0.0,0.0,0.545231,1.4027942,1.4027942
2020-04-24,26149.0,0.0,0.0,0.589961,1.3083139,1.3083139
