"GEO_ID","NAME","K202402_001E","K202402_001EA","K202402_001M","K202402_001MA","K202402_002E","K202402_002EA","K202402_002M","K202402_002MA","K202402_003E","K202402_003EA","K202402_003M","K202402_003MA","K202402_004E","K202402_004EA","K202402_004M","K202402_004MA","K202402_005E","K202402_005M","K202402_005MA","K202402_005EA","K202402_006E","K202402_006EA","K202402_006M","K202402_006MA","K202402_007E","K202402_007EA","K202402_007M","K202402_007MA","K202402_008E","K202402_008EA","K202402_008M","K202402_008MA","K202402_009E","K202402_009EA","K202402_009M","K202402_009MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Employee of private company workers","Annotation of Estimate!!Total:!!Employee of private company workers","Margin of Error!!Total:!!Employee of private company workers","Annotation of Margin of Error!!Total:!!Employee of private company workers","Estimate!!Total:!!Self-employed in own incorporated business workers","Annotation of Estimate!!Total:!!Self-employed in own incorporated business workers","Margin of Error!!Total:!!Self-employed in own incorporated business workers","Annotation of Margin of Error!!Total:!!Self-employed in own incorporated business workers","Estimate!!Total:!!Private not-for-profit wage and salary workers","Annotation of Estimate!!Total:!!Private not-for-profit wage and salary workers","Margin of Error!!Total:!!Private not-for-profit wage and salary workers","Annotation of Margin of Error!!Total:!!Private not-for-profit wage and salary workers","Estimate!!Total:!!Local government workers","Margin of Error!!Total:!!Local government workers","Annotation of Margin of Error!!Total:!!Local government workers","Annotation of Estimate!!Total:!!Local government workers","Estimate!!Total:!!State government workers","Annotation of Estimate!!Total:!!State government workers","Margin of Error!!Total:!!State government workers","Annotation of Margin of Error!!Total:!!State government workers","Estimate!!Total:!!Federal government workers","Annotation of Estimate!!Total:!!Federal government workers","Margin of Error!!Total:!!Federal government workers","Annotation of Margin of Error!!Total:!!Federal government workers","Estimate!!Total:!!Self-employed in own not incorporated business workers","Annotation of Estimate!!Total:!!Self-employed in own not incorporated business workers","Margin of Error!!Total:!!Self-employed in own not incorporated business workers","Annotation of Margin of Error!!Total:!!Self-employed in own not incorporated business workers","Estimate!!Total:!!Unpaid family workers","Annotation of Estimate!!Total:!!Unpaid family workers","Margin of Error!!Total:!!Unpaid family workers","Annotation of Margin of Error!!Total:!!Unpaid family workers",
"0500000US28115","Pontotoc County, Mississippi","13553","null","1402","null","10892","null","1252","null","362","null","422","null","379","null","293","null","588","402","null","null","875","null","560","null","300","null","264","null","157","null","131","null","0","null","233","null",
"0500000US28117","Prentiss County, Mississippi","11452","null","1668","null","8284","null","1581","null","223","null","182","null","643","null","327","null","721","469","null","null","1027","null","709","null","15","null","21","null","539","null","421","null","0","null","233","null",
"0500000US28121","Rankin County, Mississippi","77397","null","3746","null","50796","null","3423","null","3374","null","1457","null","4102","null","1208","null","4677","1376","null","null","8627","null","1866","null","1632","null","832","null","4144","null","1227","null","45","null","77","null",
"0500000US28123","Scott County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28127","Simpson County, Mississippi","8463","null","1471","null","5378","null","1468","null","0","null","233","null","556","null","443","null","1189","774","null","null","827","null","571","null","280","null","236","null","208","null","179","null","25","null","45","null",
"0500000US28133","Sunflower County, Mississippi","7142","null","1262","null","4106","null","921","null","346","null","262","null","550","null","303","null","789","454","null","null","865","null","357","null","97","null","124","null","389","null","254","null","0","null","233","null",
"0500000US28137","Tate County, Mississippi","12464","null","1682","null","6877","null","1766","null","728","null","429","null","895","null","621","null","1907","965","null","null","518","null","350","null","878","null","651","null","661","null","542","null","0","null","233","null",
"0500000US28139","Tippah County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28145","Union County, Mississippi","13075","null","1187","null","8518","null","1188","null","482","null","636","null","563","null","413","null","1019","639","null","null","722","null","538","null","78","null","97","null","1693","null","813","null","0","null","233","null",
"0500000US28149","Warren County, Mississippi","18690","null","1740","null","11473","null","1701","null","662","null","437","null","816","null","554","null","1603","795","null","null","1296","null","621","null","1792","null","707","null","997","null","622","null","51","null","134","null",
"0500000US28151","Washington County, Mississippi","15980","null","1764","null","9700","null","1517","null","1010","null","616","null","1202","null","630","null","1307","686","null","null","1620","null","747","null","261","null","204","null","828","null","377","null","52","null","95","null",
"0500000US28153","Wayne County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28159","Winston County, Mississippi","8370","null","1571","null","6004","null","1413","null","347","null","343","null","322","null","261","null","518","518","null","null","538","null","323","null","460","null","483","null","138","null","174","null","43","null","73","null",
"0500000US28163","Yazoo County, Mississippi","8900","null","1626","null","4923","null","1367","null","522","null","403","null","605","null","480","null","336","208","null","null","1078","null","652","null","141","null","241","null","1295","null","652","null","0","null","233","null",
"0500000US29001","Adair County, Missouri","9771","null","1226","null","5764","null","1027","null","260","null","202","null","942","null","458","null","583","254","null","null","1808","null","762","null","0","null","198","null","414","null","320","null","0","null","198","null",
"0500000US29007","Audrain County, Missouri","11130","null","934","null","7802","null","1001","null","109","null","136","null","664","null","423","null","1039","452","null","null","321","null","222","null","302","null","235","null","880","null","431","null","13","null","26","null",
"0500000US29009","Barry County, Missouri","15016","null","1334","null","11456","null","1646","null","432","null","321","null","433","null","271","null","741","388","null","null","176","null","215","null","155","null","186","null","1623","null","822","null","0","null","198","null",
"0500000US29019","Boone County, Missouri","96499","null","3457","null","57427","null","3368","null","1395","null","699","null","8758","null","2058","null","5041","1153","null","null","13259","null","2393","null","3272","null","1095","null","7347","null","1621","null","0","null","198","null",
"0500000US29021","Buchanan County, Missouri","37971","null","1834","null","27940","null","1919","null","1042","null","392","null","3645","null","942","null","1624","478","null","null","1725","null","645","null","449","null","276","null","1546","null","533","null","0","null","198","null",
"0500000US29023","Butler County, Missouri","17864","null","1575","null","12550","null","1495","null","564","null","351","null","765","null","542","null","1038","466","null","null","1016","null","545","null","473","null","324","null","1427","null","600","null","31","null","54","null",
"0500000US29027","Callaway County, Missouri","20915","null","1380","null","15000","null","1318","null","462","null","321","null","1769","null","780","null","1180","629","null","null","1443","null","546","null","134","null","221","null","927","null","567","null","0","null","198","null",
"0500000US29029","Camden County, Missouri","15899","null","1751","null","10011","null","1423","null","892","null","437","null","1932","null","968","null","917","560","null","null","723","null","813","null","141","null","124","null","1162","null","761","null","121","null","266","null",
"0500000US29031","Cape Girardeau County, Missouri","41337","null","1611","null","25525","null","2207","null","1441","null","690","null","5927","null","1427","null","2266","829","null","null","3637","null","1201","null","338","null","323","null","2190","null","782","null","13","null","24","null",
"0500000US29037","Cass County, Missouri","55882","null","2052","null","38748","null","2371","null","1890","null","900","null","4866","null","1176","null","4333","1243","null","null","649","null","383","null","2247","null","969","null","3129","null","1194","null","20","null","34","null",
"0500000US29043","Christian County, Missouri","44821","null","2545","null","28586","null","2630","null","2375","null","1043","null","4883","null","1244","null","3224","1075","null","null","1557","null","1011","null","863","null","446","null","3041","null","1103","null","292","null","352","null",
"0500000US29047","Clay County, Missouri","133373","null","3276","null","94950","null","4368","null","3083","null","780","null","13110","null","1946","null","9558","1726","null","null","3325","null","941","null","3663","null","992","null","5684","null","1249","null","0","null","198","null",
"0500000US29049","Clinton County, Missouri","9140","null","857","null","6221","null","1033","null","344","null","350","null","521","null","328","null","1325","729","null","null","215","null","195","null","206","null","263","null","308","null","226","null","0","null","198","null",
"0500000US29051","Cole County, Missouri","38000","null","1843","null","22316","null","1769","null","719","null","458","null","3848","null","962","null","1908","668","null","null","5805","null","1267","null","818","null","602","null","2426","null","991","null","160","null","190","null",
"0500000US29055","Crawford County, Missouri","9252","null","1685","null","6128","null","1172","null","80","null","101","null","1217","null","666","null","1060","709","null","null","249","null","170","null","53","null","69","null","342","null","260","null","123","null","190","null",
"0500000US29069","Dunklin County, Missouri","11284","null","977","null","7668","null","985","null","248","null","195","null","783","null","399","null","403","162","null","null","1053","null","506","null","263","null","269","null","801","null","460","null","65","null","89","null",
"0500000US29071","Franklin County, Missouri","50582","null","2391","null","38188","null","2827","null","1499","null","721","null","3717","null","1027","null","3106","1011","null","null","1635","null","1078","null","506","null","442","null","1903","null","848","null","28","null","52","null",
"0500000US29077","Greene County, Missouri","150436","null","4281","null","94729","null","4770","null","7818","null","1782","null","21431","null","3318","null","9259","1845","null","null","5737","null","1305","null","3178","null","1095","null","7663","null","1578","null","621","null","644","null",
"0500000US29083","Henry County, Missouri","10011","null","742","null","5840","null","803","null","575","null","320","null","650","null","326","null","885","369","null","null","457","null","314","null","327","null","243","null","1277","null","477","null","0","null","198","null",
"0500000US29091","Howell County, Missouri","16794","null","1237","null","9502","null","1351","null","1093","null","618","null","2340","null","762","null","1826","764","null","null","435","null","303","null","679","null","374","null","828","null","404","null","91","null","147","null",
"0500000US29095","Jackson County, Missouri","357750","null","4066","null","248661","null","5403","null","10324","null","1774","null","35754","null","2725","null","18569","2810","null","null","11140","null","1926","null","13502","null","2037","null","19171","null","2210","null","629","null","402","null",
"0500000US29097","Jasper County, Missouri","57350","null","2190","null","38733","null","2857","null","1613","null","983","null","6707","null","1494","null","3146","868","null","null","2473","null","1071","null","955","null","622","null","3644","null","1283","null","79","null","134","null",
"0500000US29099","Jefferson County, Missouri","116365","null","2726","null","83929","null","3407","null","2318","null","817","null","13153","null","2475","null","6881","1534","null","null","2369","null","1096","null","2442","null","1024","null","5273","null","1549","null","0","null","198","null",
"0500000US29101","Johnson County, Missouri","25570","null","1755","null","14027","null","1737","null","1950","null","836","null","1837","null","662","null","2527","672","null","null","1842","null","878","null","1803","null","809","null","1488","null","629","null","96","null","117","null",
"0500000US29105","Laclede County, Missouri","15273","null","1031","null","9970","null","1354","null","628","null","519","null","1269","null","630","null","605","433","null","null","1059","null","699","null","295","null","238","null","1197","null","753","null","250","null","381","null",
"0500000US29107","Lafayette County, Missouri","16128","null","1134","null","10542","null","1284","null","680","null","526","null","1887","null","655","null","1719","606","null","null","298","null","216","null","300","null","308","null","674","null","446","null","28","null","38","null",
"0500000US29109","Lawrence County, Missouri","16911","null","1454","null","11165","null","1476","null","1132","null","671","null","1537","null","716","null","1242","1264","null","null","593","null","448","null","69","null","110","null","1038","null","585","null","135","null","152","null",
"0500000US29113","Lincoln County, Missouri","29131","null","1803","null","22338","null","1824","null","969","null","584","null","2495","null","838","null","1255","726","null","null","121","null","147","null","455","null","361","null","1498","null","847","null","0","null","198","null",
"0500000US29119","McDonald County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29127","Marion County, Missouri","13254","null","1131","null","8780","null","1062","null","246","null","292","null","2345","null","785","null","973","419","null","null","297","null","234","null","48","null","61","null","565","null","252","null","0","null","198","null",
"0500000US29131","Miller County, Missouri","11107","null","945","null","7876","null","1209","null","117","null","133","null","799","null","502","null","658","382","null","null","935","null","452","null","215","null","226","null","507","null","309","null","0","null","198","null",
"0500000US29141","Morgan County, Missouri","8462","null","1342","null","5626","null","1114","null","280","null","212","null","358","null","291","null","758","451","null","null","185","null","128","null","265","null","385","null","990","null","578","null","0","null","198","null",
"0500000US29145","Newton County, Missouri","27509","null","1524","null","19118","null","1621","null","1298","null","721","null","2059","null","527","null","1829","727","null","null","864","null","617","null","306","null","297","null","1995","null","724","null","40","null","72","null",
"0500000US29147","Nodaway County, Missouri","10465","null","881","null","7075","null","1115","null","612","null","276","null","421","null","222","null","470","261","null","null","803","null","495","null","200","null","235","null","875","null","506","null","9","null","12","null",
"0500000US29159","Pettis County, Missouri","19082","null","1098","null","13077","null","1425","null","566","null","358","null","1312","null","510","null","931","434","null","null","362","null","246","null","731","null","539","null","2103","null","785","null","0","null","198","null",
"0500000US29161","Phelps County, Missouri","18574","null","1606","null","10391","null","1560","null","565","null","287","null","2459","null","1033","null","1387","687","null","null","2100","null","793","null","916","null","495","null","718","null","461","null","38","null","67","null",
"0500000US29165","Platte County, Missouri","57023","null","2035","null","38768","null","2228","null","1983","null","584","null","6312","null","1301","null","4071","1253","null","null","1094","null","567","null","1837","null","698","null","2883","null","891","null","75","null","103","null",
"0500000US29167","Polk County, Missouri","14090","null","1069","null","8561","null","1293","null","521","null","364","null","2301","null","819","null","649","371","null","null","718","null","486","null","102","null","163","null","1214","null","530","null","24","null","47","null",
"0500000US29169","Pulaski County, Missouri","18025","null","2017","null","10547","null","2310","null","214","null","275","null","1168","null","787","null","1712","967","null","null","967","null","564","null","2644","null","1121","null","773","null","831","null","0","null","198","null",
"0500000US29175","Randolph County, Missouri","10380","null","1111","null","6853","null","1200","null","408","null","298","null","1216","null","649","null","721","325","null","null","540","null","353","null","10","null","21","null","599","null","330","null","33","null","62","null",
"0500000US29177","Ray County, Missouri","10423","null","772","null","7346","null","879","null","425","null","281","null","933","null","479","null","720","460","null","null","133","null","141","null","324","null","234","null","497","null","252","null","45","null","57","null",
"0500000US29183","St. Charles County, Missouri","220476","null","3892","null","162756","null","4524","null","8340","null","1719","null","19048","null","2117","null","15142","2326","null","null","3171","null","823","null","3262","null","1110","null","8008","null","1391","null","749","null","449","null",
"0500000US29187","St. Francois County, Missouri","27578","null","1882","null","18590","null","2550","null","496","null","497","null","2464","null","1096","null","1558","682","null","null","2323","null","1173","null","448","null","385","null","1542","null","639","null","157","null","197","null",
"0500000US29189","St. Louis County, Missouri","488368","null","7107","null","333744","null","7080","null","18528","null","2430","null","60946","null","4410","null","29472","3558","null","null","9409","null","1771","null","12681","null","2317","null","22948","null","2606","null","640","null","387","null",
"0500000US29195","Saline County, Missouri","10340","null","979","null","6587","null","1144","null","502","null","367","null","1109","null","577","null","868","515","null","null","827","null","499","null","103","null","129","null","344","null","358","null","0","null","198","null",
"0500000US29201","Scott County, Missouri","17359","null","1061","null","13106","null","1089","null","501","null","322","null","942","null","467","null","916","406","null","null","591","null","269","null","164","null","158","null","1106","null","511","null","33","null","56","null",
"0500000US29207","Stoddard County, Missouri","10585","null","1055","null","7651","null","787","null","175","null","149","null","542","null","418","null","531","279","null","null","652","null","315","null","209","null","128","null","825","null","477","null","0","null","198","null",
"0500000US29209","Stone County, Missouri","9913","null","1159","null","6901","null","1181","null","511","null","316","null","422","null","266","null","1098","645","null","null","79","null","122","null","40","null","45","null","862","null","437","null","0","null","198","null",
"0500000US29213","Taney County, Missouri","25837","null","1736","null","16807","null","1874","null","1434","null","1009","null","2034","null","948","null","2816","1196","null","null","409","null","315","null","161","null","255","null","1986","null","769","null","190","null","298","null",
"0500000US29215","Texas County, Missouri","8900","null","1484","null","5280","null","1179","null","146","null","225","null","459","null","320","null","434","349","null","null","1561","null","648","null","512","null","365","null","508","null","379","null","0","null","198","null",
"0500000US29217","Vernon County, Missouri","8318","null","740","null","4412","null","697","null","297","null","220","null","1032","null","354","null","452","284","null","null","236","null","170","null","166","null","238","null","1671","null","533","null","52","null","103","null",
"0500000US29219","Warren County, Missouri","17354","null","1248","null","11766","null","1479","null","200","null","219","null","1751","null","726","null","1757","763","null","null","308","null","292","null","625","null","493","null","897","null","547","null","50","null","90","null",
"0500000US29221","Washington County, Missouri","10116","null","1569","null","6921","null","1528","null","587","null","649","null","611","null","339","null","724","461","null","null","83","null","114","null","722","null","582","null","468","null","347","null","0","null","198","null",
"0500000US29225","Webster County, Missouri","16253","null","1335","null","9663","null","1500","null","406","null","334","null","1048","null","505","null","2168","794","null","null","356","null","363","null","102","null","116","null","2436","null","993","null","74","null","139","null",
"0500000US29510","St. Louis city, Missouri","147952","null","3856","null","97680","null","4305","null","4402","null","1435","null","21336","null","2063","null","8977","1546","null","null","2962","null","987","null","4154","null","1263","null","8126","null","1918","null","315","null","419","null",
"0500000US30013","Cascade County, Montana","36516","null","1823","null","21866","null","1829","null","1729","null","700","null","5216","null","1019","null","2888","802","null","null","1043","null","486","null","1648","null","623","null","1952","null","687","null","174","null","174","null",
"0500000US30029","Flathead County, Montana","54572","null","1987","null","32104","null","2412","null","3716","null","1240","null","5620","null","1669","null","3167","1108","null","null","1873","null","734","null","1142","null","506","null","6783","null","1768","null","167","null","262","null",
"0500000US30031","Gallatin County, Montana","68060","null","2664","null","41094","null","3421","null","5866","null","1510","null","5673","null","1695","null","2912","1029","null","null","6718","null","1402","null","982","null","590","null","4815","null","1338","null","0","null","184","null",
"0500000US30047","Lake County, Montana","12530","null","1130","null","7212","null","1037","null","1134","null","474","null","1110","null","497","null","960","569","null","null","660","null","383","null","81","null","91","null","1323","null","507","null","50","null","71","null",
"0500000US30049","Lewis and Clark County, Montana","35310","null","1940","null","16334","null","1780","null","1260","null","560","null","4330","null","1078","null","2647","1011","null","null","5618","null","1123","null","2510","null","793","null","2552","null","693","null","59","null","97","null",
"0500000US30053","Lincoln County, Montana","8426","null","1437","null","4544","null","989","null","1300","null","954","null","342","null","184","null","337","236","null","null","275","null","225","null","814","null","585","null","814","null","473","null","0","null","184","null",
"0500000US30063","Missoula County, Montana","65497","null","2620","null","38173","null","2718","null","3305","null","1082","null","7862","null","1865","null","4584","1354","null","null","2951","null","944","null","2720","null","1054","null","5852","null","1698","null","50","null","92","null",
"0500000US30081","Ravalli County, Montana","19300","null","1894","null","11329","null","1791","null","955","null","635","null","1421","null","772","null","1695","727","null","null","744","null","445","null","1153","null","670","null","1840","null","607","null","163","null","205","null",
"0500000US30093","Silver Bow County, Montana","16287","null","1434","null","9662","null","1417","null","957","null","466","null","2726","null","1004","null","806","524","null","null","999","null","543","null","452","null","444","null","685","null","382","null","0","null","184","null",
"0500000US30111","Yellowstone County, Montana","80607","null","3559","null","47465","null","3223","null","5153","null","1223","null","9809","null","1457","null","7565","1887","null","null","1527","null","709","null","2118","null","881","null","6894","null","1973","null","76","null","134","null",
"0500000US31001","Adams County, Nebraska","14470","null","896","null","9383","null","1038","null","675","null","375","null","1492","null","500","null","1167","430","null","null","340","null","283","null","25","null","44","null","1388","null","520","null","0","null","170","null",
"0500000US31019","Buffalo County, Nebraska","27078","null","1043","null","17937","null","1466","null","1134","null","594","null","2585","null","852","null","2340","752","null","null","1421","null","597","null","450","null","255","null","1171","null","367","null","40","null","72","null",
"0500000US31025","Cass County, Nebraska","13905","null","838","null","8196","null","934","null","500","null","276","null","982","null","399","null","1599","490","null","null","510","null","306","null","1100","null","472","null","963","null","455","null","55","null","93","null",
"0500000US31043","Dakota County, Nebraska","9858","null","1023","null","7302","null","1009","null","525","null","305","null","356","null","270","null","887","499","null","null","279","null","212","null","367","null","457","null","127","null","119","null","15","null","20","null",
"0500000US31047","Dawson County, Nebraska","12328","null","816","null","8160","null","1085","null","725","null","466","null","725","null","344","null","1326","485","null","null","363","null","357","null","362","null","319","null","654","null","311","null","13","null","25","null",
"0500000US31053","Dodge County, Nebraska","17448","null","1111","null","12865","null","1224","null","590","null","354","null","1092","null","467","null","1634","531","null","null","105","null","103","null","385","null","207","null","777","null","332","null","0","null","170","null",
"0500000US31055","Douglas County, Nebraska","305068","null","4717","null","208358","null","5548","null","13208","null","2006","null","33858","null","2847","null","18812","2037","null","null","9058","null","1362","null","7427","null","1715","null","13984","null","2106","null","363","null","233","null",
"0500000US31067","Gage County, Nebraska","10879","null","917","null","5779","null","969","null","879","null","500","null","1421","null","574","null","605","266","null","null","677","null","359","null","151","null","125","null","1331","null","469","null","36","null","43","null",
"0500000US31079","Hall County, Nebraska","30690","null","1729","null","20387","null","1917","null","1182","null","518","null","2817","null","1040","null","2632","942","null","null","1125","null","499","null","239","null","183","null","2280","null","828","null","28","null","48","null",
"0500000US31109","Lancaster County, Nebraska","179036","null","3618","null","110872","null","4335","null","4991","null","859","null","19054","null","2088","null","13029","1942","null","null","15544","null","2261","null","4688","null","1150","null","10560","null","1904","null","298","null","271","null",
"0500000US31111","Lincoln County, Nebraska","17257","null","1113","null","11772","null","1189","null","281","null","229","null","2006","null","652","null","1225","528","null","null","502","null","306","null","237","null","182","null","1234","null","471","null","0","null","170","null",
"0500000US31119","Madison County, Nebraska","19079","null","1299","null","12219","null","1277","null","744","null","384","null","1592","null","532","null","1573","516","null","null","1357","null","546","null","226","null","209","null","1341","null","627","null","27","null","37","null",
"0500000US31141","Platte County, Nebraska","18621","null","959","null","13656","null","1224","null","985","null","503","null","1573","null","538","null","931","338","null","null","282","null","213","null","217","null","168","null","899","null","381","null","78","null","86","null",
"0500000US31153","Sarpy County, Nebraska","101200","null","2750","null","67472","null","3395","null","3683","null","1088","null","8603","null","1219","null","9553","1698","null","null","2909","null","765","null","5185","null","1071","null","3795","null","903","null","0","null","170","null",
"0500000US31155","Saunders County, Nebraska","11954","null","689","null","7710","null","806","null","657","null","280","null","1161","null","463","null","1176","556","null","null","366","null","215","null","318","null","217","null","566","null","306","null","0","null","170","null",
"0500000US31157","Scotts Bluff County, Nebraska","17506","null","1158","null","11328","null","1034","null","331","null","240","null","1618","null","576","null","2103","580","null","null","831","null","423","null","143","null","132","null","1152","null","576","null","0","null","170","null",
"0500000US31177","Washington County, Nebraska","11367","null","707","null","7436","null","905","null","678","null","377","null","746","null","358","null","1679","589","null","null","272","null","205","null","96","null","110","null","389","null","216","null","71","null","94","null",
"0500000US32001","Churchill County, Nevada","10874","null","1340","null","6245","null","1328","null","88","null","103","null","417","null","294","null","852","582","null","null","412","null","319","null","1914","null","784","null","941","null","696","null","5","null","9","null",
"0500000US32003","Clark County, Nevada","1025912","null","11476","null","761780","null","11938","null","40676","null","3729","null","41900","null","4001","null","70396","4306","null","null","24751","null","3131","null","28921","null","3328","null","55697","null","4391","null","1791","null","699","null",
"0500000US32005","Douglas County, Nevada","19775","null","1549","null","12832","null","1805","null","1071","null","454","null","596","null","520","null","2635","985","null","null","1112","null","485","null","346","null","209","null","1176","null","575","null","7","null","12","null",
"0500000US32007","Elko County, Nevada","27468","null","1840","null","18868","null","1728","null","439","null","438","null","1138","null","675","null","2223","883","null","null","2011","null","1147","null","661","null","429","null","2128","null","901","null","0","null","221","null",
"0500000US32019","Lyon County, Nevada","27196","null","1949","null","21390","null","2166","null","427","null","439","null","252","null","247","null","2244","916","null","null","1223","null","672","null","628","null","460","null","1032","null","765","null","0","null","221","null",
"0500000US32023","Nye County, Nevada","16386","null","1855","null","11388","null","2037","null","904","null","632","null","442","null","384","null","2539","1253","null","null","466","null","364","null","103","null","176","null","544","null","443","null","0","null","221","null",
"0500000US32031","Washoe County, Nevada","247951","null","5121","null","175203","null","5868","null","8927","null","1788","null","16895","null","2369","null","18004","2107","null","null","10592","null","1634","null","5973","null","1541","null","12131","null","2003","null","226","null","203","null",
"0500000US32510","Carson City, Nevada","27292","null","1604","null","18552","null","1840","null","303","null","236","null","1257","null","565","null","1909","745","null","null","3353","null","844","null","469","null","350","null","1449","null","594","null","0","null","221","null",
"0500000US33001","Belknap County, New Hampshire","31856","null","1820","null","20312","null","2105","null","1574","null","739","null","2653","null","801","null","3029","1354","null","null","849","null","537","null","589","null","506","null","2850","null","1328","null","0","null","198","null",
"0500000US33003","Carroll County, New Hampshire","24647","null","1750","null","14875","null","1768","null","1238","null","640","null","2147","null","765","null","2217","815","null","null","653","null","413","null","579","null","388","null","2810","null","1111","null","128","null","175","null",
"0500000US33005","Cheshire County, New Hampshire","39104","null","2077","null","26075","null","2404","null","1152","null","496","null","4778","null","923","null","2620","564","null","null","1113","null","455","null","475","null","328","null","2705","null","826","null","186","null","219","null",
"0500000US33007","Coos County, New Hampshire","14560","null","1021","null","7698","null","1204","null","337","null","213","null","1685","null","476","null","1933","678","null","null","855","null","451","null","693","null","420","null","1339","null","464","null","20","null","35","null",
"0500000US33009","Grafton County, New Hampshire","47245","null","2146","null","24942","null","2538","null","959","null","386","null","10397","null","1485","null","3246","916","null","null","2647","null","1031","null","1363","null","678","null","2866","null","903","null","825","null","765","null",
"0500000US33011","Hillsborough County, New Hampshire","237889","null","4492","null","174007","null","4776","null","4999","null","1242","null","22380","null","2367","null","16498","2402","null","null","4455","null","1115","null","4832","null","1219","null","10479","null","1582","null","239","null","266","null",
"0500000US33013","Merrimack County, New Hampshire","80551","null","2659","null","48734","null","2810","null","2024","null","603","null","11631","null","1665","null","6462","1222","null","null","5072","null","934","null","2184","null","829","null","4393","null","1054","null","51","null","84","null",
"0500000US33015","Rockingham County, New Hampshire","176966","null","3673","null","117992","null","4389","null","6862","null","1601","null","15736","null","2268","null","14011","2194","null","null","4702","null","1111","null","6430","null","1532","null","10934","null","2074","null","299","null","411","null",
"0500000US33017","Strafford County, New Hampshire","72889","null","2599","null","48471","null","2364","null","1366","null","658","null","7486","null","1536","null","5263","1127","null","null","3391","null","1049","null","3279","null","1201","null","3092","null","894","null","541","null","551","null",
"0500000US33019","Sullivan County, New Hampshire","20043","null","2225","null","11921","null","1967","null","558","null","342","null","3611","null","1050","null","2230","1091","null","null","368","null","266","null","272","null","287","null","1012","null","417","null","71","null","116","null",
"0500000US34001","Atlantic County, New Jersey","124296","null","3675","null","82004","null","4354","null","3852","null","942","null","10732","null","1956","null","13927","2109","null","null","5254","null","1196","null","2203","null","809","null","5913","null","1408","null","411","null","345","null",
"0500000US34003","Bergen County, New Jersey","480831","null","6465","null","325608","null","7508","null","27398","null","3305","null","38305","null","3373","null","42951","4272","null","null","12747","null","2019","null","7173","null","1589","null","25472","null","3347","null","1177","null","764","null",
"0500000US34005","Burlington County, New Jersey","228306","null","4948","null","152759","null","5043","null","9423","null","1831","null","17340","null","2203","null","19368","2255","null","null","12428","null","2156","null","6566","null","1283","null","10342","null","1459","null","80","null","77","null",
"0500000US34007","Camden County, New Jersey","250128","null","5238","null","173636","null","5116","null","8676","null","2028","null","21960","null","2665","null","18126","2369","null","null","11179","null","1879","null","6100","null","1433","null","9550","null","1579","null","901","null","698","null",
"0500000US34009","Cape May County, New Jersey","42489","null","2228","null","22437","null","2504","null","2691","null","851","null","3734","null","1271","null","8687","1769","null","null","2153","null","947","null","497","null","406","null","2290","null","1362","null","0","null","222","null",
"0500000US34011","Cumberland County, New Jersey","61892","null","3841","null","40932","null","3301","null","1991","null","969","null","4190","null","1000","null","7440","1983","null","null","2896","null","960","null","944","null","583","null","3414","null","948","null","85","null","133","null",
"0500000US34013","Essex County, New Jersey","389962","null","7051","null","266044","null","7080","null","15557","null","2459","null","31794","null","3582","null","28532","3956","null","null","18762","null","2139","null","7171","null","1806","null","21682","null","3347","null","420","null","380","null",
"0500000US34015","Gloucester County, New Jersey","149667","null","3521","null","98493","null","3991","null","4536","null","1169","null","12378","null","1661","null","17535","1912","null","null","6203","null","1102","null","3737","null","901","null","6717","null","1492","null","68","null","83","null",
"0500000US34017","Hudson County, New Jersey","366751","null","6875","null","273186","null","7115","null","13716","null","2269","null","21988","null","2982","null","23711","2577","null","null","10431","null","2176","null","5559","null","1385","null","17565","null","2625","null","595","null","536","null",
"0500000US34019","Hunterdon County, New Jersey","66887","null","2551","null","44043","null","3539","null","4611","null","1283","null","4997","null","1161","null","6227","1474","null","null","2511","null","925","null","367","null","298","null","4032","null","1135","null","99","null","124","null",
"0500000US34021","Mercer County, New Jersey","183992","null","4635","null","115653","null","4916","null","4337","null","1166","null","23663","null","2577","null","14279","2246","null","null","13552","null","1967","null","3126","null","988","null","9080","null","2049","null","302","null","246","null",
"0500000US34023","Middlesex County, New Jersey","430618","null","6332","null","303916","null","7604","null","14651","null","2480","null","30722","null","3380","null","32469","3522","null","null","21735","null","2841","null","7848","null","1642","null","18405","null","2504","null","872","null","580","null",
