"GEO_ID","NAME","K202402_001E","K202402_001EA","K202402_001M","K202402_001MA","K202402_002E","K202402_002EA","K202402_002M","K202402_002MA","K202402_003E","K202402_003EA","K202402_003M","K202402_003MA","K202402_004E","K202402_004EA","K202402_004M","K202402_004MA","K202402_005E","K202402_005M","K202402_005MA","K202402_005EA","K202402_006E","K202402_006EA","K202402_006M","K202402_006MA","K202402_007E","K202402_007EA","K202402_007M","K202402_007MA","K202402_008E","K202402_008EA","K202402_008M","K202402_008MA","K202402_009E","K202402_009EA","K202402_009M","K202402_009MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Employee of private company workers","Annotation of Estimate!!Total:!!Employee of private company workers","Margin of Error!!Total:!!Employee of private company workers","Annotation of Margin of Error!!Total:!!Employee of private company workers","Estimate!!Total:!!Self-employed in own incorporated business workers","Annotation of Estimate!!Total:!!Self-employed in own incorporated business workers","Margin of Error!!Total:!!Self-employed in own incorporated business workers","Annotation of Margin of Error!!Total:!!Self-employed in own incorporated business workers","Estimate!!Total:!!Private not-for-profit wage and salary workers","Annotation of Estimate!!Total:!!Private not-for-profit wage and salary workers","Margin of Error!!Total:!!Private not-for-profit wage and salary workers","Annotation of Margin of Error!!Total:!!Private not-for-profit wage and salary workers","Estimate!!Total:!!Local government workers","Margin of Error!!Total:!!Local government workers","Annotation of Margin of Error!!Total:!!Local government workers","Annotation of Estimate!!Total:!!Local government workers","Estimate!!Total:!!State government workers","Annotation of Estimate!!Total:!!State government workers","Margin of Error!!Total:!!State government workers","Annotation of Margin of Error!!Total:!!State government workers","Estimate!!Total:!!Federal government workers","Annotation of Estimate!!Total:!!Federal government workers","Margin of Error!!Total:!!Federal government workers","Annotation of Margin of Error!!Total:!!Federal government workers","Estimate!!Total:!!Self-employed in own not incorporated business workers","Annotation of Estimate!!Total:!!Self-employed in own not incorporated business workers","Margin of Error!!Total:!!Self-employed in own not incorporated business workers","Annotation of Margin of Error!!Total:!!Self-employed in own not incorporated business workers","Estimate!!Total:!!Unpaid family workers","Annotation of Estimate!!Total:!!Unpaid family workers","Margin of Error!!Total:!!Unpaid family workers","Annotation of Margin of Error!!Total:!!Unpaid family workers",
"0500000US01001","Autauga County, Alabama","26405","null","2208","null","17796","null","1966","null","524","null","357","null","1976","null","860","null","2157","1040","null","null","2441","null","918","null","214","null","214","null","1297","null","739","null","0","null","216","null",
"0500000US01003","Baldwin County, Alabama","110347","null","4579","null","77827","null","5145","null","5324","null","1410","null","4489","null","1476","null","9879","2821","null","null","3369","null","1282","null","3518","null","1450","null","5941","null","1563","null","0","null","216","null",
"0500000US01005","Barbour County, Alabama","9848","null","1107","null","6939","null","966","null","183","null","182","null","379","null","220","null","729","368","null","null","520","null","451","null","199","null","214","null","738","null","370","null","161","null","212","null",
"0500000US01007","Bibb County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01009","Blount County, Alabama","25646","null","1601","null","18722","null","2126","null","1002","null","612","null","1548","null","695","null","1277","654","null","null","696","null","470","null","428","null","292","null","1933","null","756","null","40","null","69","null",
"0500000US01013","Butler County, Alabama","7383","null","1284","null","5586","null","1165","null","43","null","61","null","513","null","275","null","309","247","null","null","315","null","173","null","374","null","270","null","243","null","165","null","0","null","216","null",
"0500000US01015","Calhoun County, Alabama","48361","null","2957","null","33748","null","2997","null","928","null","463","null","2499","null","979","null","3880","1127","null","null","1987","null","771","null","2621","null","976","null","2538","null","753","null","160","null","215","null",
"0500000US01017","Chambers County, Alabama","14751","null","1301","null","9766","null","1108","null","417","null","376","null","1228","null","667","null","1747","932","null","null","737","null","480","null","371","null","344","null","485","null","389","null","0","null","216","null",
"0500000US01019","Cherokee County, Alabama","9893","null","1706","null","7147","null","1470","null","123","null","115","null","438","null","315","null","861","457","null","null","582","null","437","null","325","null","269","null","417","null","304","null","0","null","216","null",
"0500000US01021","Chilton County, Alabama","19734","null","1957","null","14939","null","1724","null","667","null","486","null","854","null","489","null","912","467","null","null","1204","null","659","null","338","null","364","null","820","null","534","null","0","null","216","null",
"0500000US01025","Clarke County, Alabama","7825","null","1491","null","5917","null","1371","null","124","null","128","null","401","null","367","null","726","436","null","null","230","null","207","null","101","null","126","null","326","null","266","null","0","null","216","null",
"0500000US01031","Coffee County, Alabama","21096","null","1548","null","13186","null","1629","null","556","null","301","null","1033","null","474","null","1997","1006","null","null","536","null","277","null","2218","null","902","null","1555","null","569","null","15","null","20","null",
"0500000US01033","Colbert County, Alabama","25355","null","1759","null","18361","null","1825","null","1172","null","660","null","1361","null","563","null","2156","717","null","null","420","null","291","null","909","null","487","null","976","null","530","null","0","null","216","null",
"0500000US01039","Covington County, Alabama","15091","null","1120","null","10044","null","1330","null","609","null","364","null","1052","null","449","null","1011","432","null","null","712","null","380","null","791","null","667","null","780","null","382","null","92","null","164","null",
"0500000US01043","Cullman County, Alabama","42514","null","2449","null","30999","null","2771","null","1347","null","637","null","2973","null","1055","null","2407","1016","null","null","1356","null","708","null","680","null","476","null","2752","null","967","null","0","null","216","null",
"0500000US01045","Dale County, Alabama","17872","null","1425","null","12101","null","1600","null","636","null","448","null","788","null","408","null","970","457","null","null","569","null","382","null","1718","null","727","null","1090","null","493","null","0","null","216","null",
"0500000US01047","Dallas County, Alabama","13416","null","1805","null","9638","null","1885","null","764","null","659","null","406","null","300","null","1039","486","null","null","577","null","369","null","370","null","322","null","622","null","444","null","0","null","216","null",
"0500000US01049","DeKalb County, Alabama","30202","null","1787","null","22725","null","1913","null","734","null","538","null","2243","null","1080","null","1471","532","null","null","680","null","351","null","528","null","328","null","1821","null","777","null","0","null","216","null",
"0500000US01051","Elmore County, Alabama","37618","null","2375","null","25081","null","2737","null","433","null","304","null","3060","null","1348","null","1795","872","null","null","3511","null","1141","null","1246","null","586","null","2492","null","1038","null","0","null","216","null",
"0500000US01053","Escambia County, Alabama","13001","null","1466","null","9348","null","1269","null","401","null","386","null","350","null","292","null","856","368","null","null","1018","null","481","null","209","null","142","null","788","null","307","null","31","null","54","null",
"0500000US01055","Etowah County, Alabama","41548","null","2350","null","30299","null","2618","null","1627","null","983","null","1516","null","612","null","2823","1195","null","null","1302","null","630","null","1094","null","722","null","2887","null","1050","null","0","null","216","null",
"0500000US01059","Franklin County, Alabama","12153","null","1894","null","8959","null","1745","null","366","null","384","null","355","null","249","null","779","589","null","null","225","null","232","null","409","null","333","null","1060","null","682","null","0","null","216","null",
"0500000US01061","Geneva County, Alabama","9381","null","1574","null","5689","null","1170","null","985","null","794","null","361","null","245","null","818","405","null","null","114","null","102","null","349","null","243","null","1065","null","517","null","0","null","216","null",
"0500000US01069","Houston County, Alabama","45913","null","1399","null","31791","null","1550","null","2236","null","638","null","2442","null","563","null","2916","642","null","null","1567","null","400","null","1489","null","378","null","3285","null","569","null","187","null","148","null",
"0500000US01071","Jackson County, Alabama","20381","null","1838","null","14403","null","1624","null","495","null","310","null","1005","null","477","null","1962","768","null","null","749","null","421","null","717","null","446","null","1038","null","472","null","12","null","23","null",
"0500000US01073","Jefferson County, Alabama","306330","null","7232","null","206001","null","7424","null","8957","null","1921","null","26778","null","2968","null","21826","2699","null","null","16787","null","2274","null","11354","null","2528","null","14387","null","2193","null","240","null","232","null",
"0500000US01077","Lauderdale County, Alabama","42921","null","2505","null","30130","null","2757","null","627","null","381","null","2310","null","898","null","3465","1040","null","null","2783","null","1058","null","1375","null","528","null","2101","null","976","null","130","null","153","null",
"0500000US01079","Lawrence County, Alabama","14702","null","1312","null","10398","null","1220","null","175","null","245","null","751","null","545","null","1536","725","null","null","412","null","348","null","187","null","141","null","1243","null","600","null","0","null","216","null",
"0500000US01081","Lee County, Alabama","83740","null","3745","null","56609","null","3804","null","2089","null","883","null","5174","null","1578","null","5025","1315","null","null","8150","null","1871","null","2531","null","1059","null","4162","null","1562","null","0","null","216","null",
"0500000US01083","Limestone County, Alabama","50301","null","3054","null","33367","null","3133","null","1978","null","838","null","4005","null","1464","null","3745","1585","null","null","1902","null","987","null","1908","null","853","null","3396","null","1382","null","0","null","216","null",
"0500000US01087","Macon County, Alabama","8465","null","1295","null","5247","null","1128","null","268","null","204","null","780","null","420","null","739","343","null","null","674","null","451","null","578","null","372","null","179","null","159","null","0","null","216","null",
"0500000US01089","Madison County, Alabama","195175","null","4636","null","127756","null","5575","null","5208","null","1376","null","13713","null","2360","null","9071","1950","null","null","8145","null","2375","null","21552","null","3034","null","9062","null","1677","null","668","null","883","null",
"0500000US01093","Marion County, Alabama","12585","null","1622","null","7366","null","1608","null","697","null","554","null","1074","null","696","null","604","428","null","null","1271","null","755","null","317","null","281","null","1256","null","733","null","0","null","216","null",
"0500000US01095","Marshall County, Alabama","41272","null","2581","null","29045","null","2548","null","1095","null","656","null","2855","null","1114","null","2529","954","null","null","1483","null","604","null","1045","null","616","null","3164","null","1153","null","56","null","65","null",
"0500000US01097","Mobile County, Alabama","177556","null","5274","null","118974","null","5305","null","5408","null","1397","null","12640","null","2133","null","12855","2014","null","null","12179","null","2524","null","4992","null","1327","null","10492","null","1930","null","16","null","28","null",
"0500000US01099","Monroe County, Alabama","7124","null","1363","null","5051","null","1333","null","181","null","187","null","325","null","188","null","578","285","null","null","132","null","133","null","255","null","340","null","602","null","358","null","0","null","216","null",
"0500000US01101","Montgomery County, Alabama","97344","null","4105","null","61806","null","4445","null","2878","null","1190","null","9489","null","1735","null","5984","1786","null","null","8049","null","1781","null","4073","null","1379","null","5003","null","1289","null","62","null","105","null",
"0500000US01103","Morgan County, Alabama","52271","null","2849","null","35403","null","2965","null","1231","null","509","null","3398","null","1265","null","4520","1319","null","null","1740","null","770","null","2761","null","1134","null","3218","null","1037","null","0","null","216","null",
"0500000US01107","Pickens County, Alabama","7519","null","1182","null","4785","null","980","null","462","null","393","null","653","null","409","null","203","157","null","null","539","null","352","null","38","null","63","null","839","null","667","null","0","null","216","null",
"0500000US01109","Pike County, Alabama","14314","null","1644","null","8527","null","1433","null","983","null","759","null","371","null","261","null","1126","514","null","null","2135","null","1049","null","336","null","308","null","785","null","497","null","51","null","84","null",
"0500000US01111","Randolph County, Alabama","9230","null","1153","null","7251","null","1153","null","301","null","279","null","667","null","498","null","482","363","null","null","186","null","204","null","0","null","216","null","343","null","360","null","0","null","216","null",
"0500000US01113","Russell County, Alabama","18151","null","2556","null","12072","null","2160","null","1532","null","1232","null","427","null","347","null","906","546","null","null","1215","null","653","null","1084","null","758","null","915","null","637","null","0","null","216","null",
"0500000US01115","St. Clair County, Alabama","38987","null","3824","null","27468","null","3752","null","1017","null","646","null","2434","null","854","null","2911","1095","null","null","1994","null","1081","null","973","null","690","null","2137","null","958","null","53","null","83","null",
"0500000US01117","Shelby County, Alabama","117374","null","2757","null","81275","null","3939","null","5051","null","1316","null","9012","null","1611","null","8020","1752","null","null","5168","null","1275","null","2242","null","834","null","6463","null","1547","null","143","null","174","null",
"0500000US01121","Talladega County, Alabama","29272","null","2464","null","19303","null","2161","null","1016","null","538","null","2334","null","870","null","1482","668","null","null","2739","null","954","null","943","null","547","null","1455","null","708","null","0","null","216","null",
"0500000US01123","Tallapoosa County, Alabama","14765","null","1781","null","11252","null","1677","null","458","null","338","null","735","null","527","null","1130","511","null","null","631","null","400","null","175","null","210","null","384","null","350","null","0","null","216","null",
"0500000US01125","Tuscaloosa County, Alabama","105257","null","4483","null","68860","null","4771","null","4560","null","1456","null","8809","null","1940","null","6636","2010","null","null","9678","null","2085","null","1765","null","713","null","4914","null","1412","null","35","null","67","null",
"0500000US01127","Walker County, Alabama","23398","null","2275","null","17176","null","2130","null","583","null","398","null","1532","null","955","null","1313","678","null","null","722","null","478","null","206","null","193","null","1827","null","778","null","39","null","71","null",
"0500000US01133","Winston County, Alabama","9736","null","1312","null","7433","null","1154","null","57","null","96","null","418","null","257","null","893","520","null","null","182","null","152","null","206","null","172","null","547","null","396","null","0","null","216","null",
"0500000US02020","Anchorage Municipality, Alaska","137213","null","4348","null","82451","null","4184","null","4535","null","1447","null","11431","null","1822","null","9282","1836","null","null","12266","null","2148","null","10105","null","2033","null","6643","null","1642","null","500","null","426","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","39349","null","2607","null","20702","null","2521","null","970","null","498","null","3720","null","1028","null","2542","980","null","null","6106","null","1961","null","3303","null","1016","null","1914","null","926","null","92","null","122","null",
"0500000US02110","Juneau City and Borough, Alaska","16910","null","1357","null","7223","null","1142","null","330","null","280","null","1140","null","433","null","1799","665","null","null","3893","null","730","null","1116","null","508","null","1387","null","665","null","22","null","40","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","25415","null","1461","null","13098","null","1552","null","1628","null","784","null","3235","null","854","null","2001","737","null","null","1803","null","826","null","926","null","407","null","2469","null","841","null","255","null","305","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","46522","null","1696","null","29127","null","1792","null","1887","null","607","null","2742","null","759","null","3717","839","null","null","2745","null","661","null","2708","null","704","null","3596","null","771","null","0","null","184","null",
"0500000US04001","Apache County, Arizona","19283","null","1142","null","7268","null","1061","null","147","null","125","null","1135","null","535","null","3764","885","null","null","2559","null","730","null","3235","null","810","null","1175","null","719","null","0","null","224","null",
"0500000US04003","Cochise County, Arizona","44303","null","2918","null","25739","null","2488","null","1522","null","794","null","3339","null","970","null","4141","1169","null","null","1804","null","665","null","5324","null","1273","null","2400","null","750","null","34","null","54","null",
"0500000US04005","Coconino County, Arizona","68443","null","3246","null","39788","null","3384","null","2863","null","1059","null","7774","null","1387","null","5078","1378","null","null","4958","null","1188","null","2898","null","1113","null","4935","null","1379","null","149","null","195","null",
"0500000US04007","Gila County, Arizona","19586","null","1804","null","12166","null","2176","null","1443","null","756","null","661","null","452","null","1883","729","null","null","1395","null","908","null","1345","null","804","null","693","null","334","null","0","null","224","null",
"0500000US04009","Graham County, Arizona","12124","null","1386","null","8447","null","1377","null","186","null","171","null","597","null","328","null","1133","501","null","null","776","null","480","null","261","null","268","null","724","null","566","null","0","null","224","null",
"0500000US04012","La Paz County, Arizona","6708","null","1114","null","4267","null","911","null","141","null","129","null","397","null","246","null","828","437","null","null","150","null","180","null","335","null","241","null","590","null","344","null","0","null","224","null",
"0500000US04013","Maricopa County, Arizona","2186568","null","15851","null","1558936","null","16109","null","87860","null","5274","null","156226","null","7545","null","139226","6495","null","null","78518","null","4825","null","40948","null","3772","null","120890","null","5924","null","3964","null","1144","null",
"0500000US04015","Mohave County, Arizona","77520","null","4324","null","52865","null","3754","null","2600","null","823","null","5121","null","1579","null","6656","1583","null","null","2803","null","1199","null","2948","null","1131","null","4527","null","1429","null","0","null","224","null",
"0500000US04017","Navajo County, Arizona","34545","null","2398","null","17501","null","2018","null","787","null","567","null","3757","null","991","null","5175","1148","null","null","2579","null","723","null","2398","null","868","null","2348","null","778","null","0","null","224","null",
"0500000US04019","Pima County, Arizona","471298","null","7612","null","300183","null","9422","null","17216","null","2626","null","37779","null","3274","null","35147","3558","null","null","29225","null","3091","null","20530","null","3125","null","30084","null","2835","null","1134","null","709","null",
"0500000US04021","Pinal County, Arizona","179360","null","5725","null","122984","null","5943","null","7243","null","2100","null","9203","null","1965","null","15483","2896","null","null","6554","null","1639","null","4904","null","1237","null","11687","null","2509","null","1302","null","1169","null",
"0500000US04023","Santa Cruz County, Arizona","18153","null","1898","null","10488","null","1664","null","559","null","587","null","1113","null","620","null","1967","856","null","null","1005","null","636","null","1525","null","844","null","1496","null","699","null","0","null","224","null",
"0500000US04025","Yavapai County, Arizona","97702","null","4689","null","60882","null","4935","null","5153","null","1465","null","6197","null","1505","null","6998","1909","null","null","3661","null","1396","null","2705","null","1091","null","12106","null","2039","null","0","null","224","null",
"0500000US04027","Yuma County, Arizona","75959","null","3529","null","46063","null","3829","null","2116","null","843","null","6344","null","1566","null","6765","1728","null","null","5300","null","1533","null","5236","null","1652","null","4025","null","1231","null","110","null","107","null",
"0500000US05005","Baxter County, Arkansas","14744","null","1413","null","9750","null","1516","null","812","null","461","null","1179","null","902","null","825","438","null","null","548","null","485","null","196","null","233","null","1285","null","664","null","149","null","211","null",
"0500000US05007","Benton County, Arkansas","146603","null","4125","null","105823","null","4417","null","4997","null","1411","null","11925","null","2236","null","6446","1369","null","null","3107","null","1138","null","2290","null","1106","null","11643","null","2421","null","372","null","294","null",
"0500000US05009","Boone County, Arkansas","17103","null","1491","null","12185","null","1277","null","1031","null","704","null","812","null","424","null","740","423","null","null","587","null","413","null","147","null","192","null","1601","null","716","null","0","null","213","null",
"0500000US05015","Carroll County, Arkansas","11997","null","1283","null","7795","null","1299","null","536","null","420","null","857","null","525","null","759","479","null","null","565","null","451","null","44","null","78","null","1392","null","701","null","49","null","58","null",
"0500000US05019","Clark County, Arkansas","8823","null","1036","null","5518","null","907","null","302","null","184","null","916","null","410","null","697","408","null","null","1007","null","409","null","123","null","133","null","260","null","241","null","0","null","213","null",
"0500000US05023","Cleburne County, Arkansas","8366","null","856","null","5657","null","839","null","339","null","287","null","288","null","233","null","744","338","null","null","203","null","209","null","113","null","135","null","1022","null","521","null","0","null","213","null",
"0500000US05027","Columbia County, Arkansas","8646","null","1215","null","5285","null","1045","null","223","null","335","null","408","null","391","null","516","379","null","null","226","null","185","null","289","null","380","null","1699","null","1077","null","0","null","213","null",
"0500000US05029","Conway County, Arkansas","9545","null","1243","null","5679","null","1193","null","315","null","233","null","1188","null","820","null","262","247","null","null","1165","null","599","null","0","null","213","null","936","null","474","null","0","null","213","null",
"0500000US05031","Craighead County, Arkansas","50213","null","3113","null","31461","null","3067","null","2294","null","1155","null","4276","null","1012","null","4162","1392","null","null","2824","null","1157","null","1740","null","1087","null","3448","null","1199","null","8","null","14","null",
"0500000US05033","Crawford County, Arkansas","24251","null","1497","null","16835","null","1945","null","1532","null","987","null","1017","null","501","null","1505","731","null","null","1446","null","819","null","676","null","561","null","812","null","583","null","428","null","519","null",
"0500000US05035","Crittenden County, Arkansas","20433","null","1458","null","14311","null","1432","null","684","null","387","null","1508","null","578","null","809","415","null","null","713","null","412","null","461","null","304","null","1947","null","791","null","0","null","213","null",
"0500000US05045","Faulkner County, Arkansas","58886","null","2642","null","39731","null","2906","null","2182","null","795","null","5656","null","1299","null","4216","1461","null","null","3335","null","982","null","785","null","445","null","2937","null","799","null","44","null","88","null",
"0500000US05051","Garland County, Arkansas","42929","null","2391","null","29356","null","2476","null","1964","null","938","null","2520","null","897","null","3302","1268","null","null","2361","null","999","null","438","null","477","null","2938","null","1111","null","50","null","85","null",
"0500000US05055","Greene County, Arkansas","21313","null","1486","null","14576","null","1636","null","1281","null","813","null","1256","null","554","null","1980","996","null","null","907","null","461","null","83","null","163","null","1230","null","683","null","0","null","213","null",
"0500000US05057","Hempstead County, Arkansas","8400","null","1428","null","5901","null","1236","null","437","null","350","null","216","null","208","null","1003","511","null","null","525","null","361","null","96","null","142","null","222","null","182","null","0","null","213","null",
"0500000US05059","Hot Spring County, Arkansas","13029","null","1219","null","9168","null","1330","null","46","null","84","null","777","null","415","null","637","399","null","null","1319","null","588","null","485","null","426","null","597","null","407","null","0","null","213","null",
"0500000US05063","Independence County, Arkansas","16716","null","1621","null","11943","null","1500","null","804","null","567","null","1144","null","708","null","708","467","null","null","834","null","513","null","0","null","213","null","1283","null","727","null","0","null","213","null",
"0500000US05069","Jefferson County, Arkansas","25409","null","1695","null","14485","null","1573","null","996","null","656","null","2299","null","772","null","2022","618","null","null","3470","null","1042","null","772","null","414","null","1299","null","777","null","66","null","114","null",
"0500000US05071","Johnson County, Arkansas","10142","null","1035","null","6247","null","998","null","508","null","487","null","702","null","471","null","1133","652","null","null","369","null","327","null","32","null","59","null","1151","null","629","null","0","null","213","null",
"0500000US05083","Logan County, Arkansas","9018","null","983","null","5154","null","870","null","290","null","200","null","522","null","299","null","1210","651","null","null","818","null","378","null","230","null","205","null","794","null","443","null","0","null","213","null",
"0500000US05085","Lonoke County, Arkansas","32260","null","1978","null","20849","null","1765","null","720","null","458","null","1914","null","659","null","3469","904","null","null","2097","null","887","null","1557","null","653","null","1618","null","898","null","36","null","60","null",
"0500000US05091","Miller County, Arkansas","16240","null","1605","null","12147","null","1444","null","340","null","221","null","1267","null","595","null","1202","681","null","null","586","null","356","null","501","null","361","null","197","null","155","null","0","null","213","null",
"0500000US05093","Mississippi County, Arkansas","15467","null","1523","null","10592","null","1523","null","1325","null","1208","null","493","null","365","null","1288","688","null","null","1051","null","828","null","100","null","147","null","618","null","384","null","0","null","213","null",
"0500000US05103","Ouachita County, Arkansas","8983","null","1378","null","5867","null","1152","null","32","null","44","null","316","null","260","null","771","487","null","null","593","null","426","null","794","null","513","null","445","null","360","null","165","null","280","null",
"0500000US05111","Poinsett County, Arkansas","10051","null","855","null","6882","null","908","null","559","null","344","null","485","null","251","null","907","478","null","null","696","null","453","null","0","null","213","null","522","null","294","null","0","null","213","null",
"0500000US05113","Polk County, Arkansas","8911","null","1326","null","5004","null","1463","null","397","null","451","null","316","null","246","null","998","538","null","null","937","null","645","null","203","null","239","null","1056","null","538","null","0","null","213","null",
"0500000US05115","Pope County, Arkansas","27918","null","2200","null","19074","null","2079","null","638","null","513","null","1780","null","839","null","1839","838","null","null","1941","null","745","null","861","null","497","null","1785","null","828","null","0","null","213","null",
"0500000US05119","Pulaski County, Arkansas","184140","null","4434","null","111659","null","6460","null","6224","null","1651","null","22464","null","3048","null","9381","2495","null","null","17835","null","3007","null","7060","null","1714","null","9120","null","1964","null","397","null","323","null",
"0500000US05123","St. Francis County, Arkansas","8683","null","934","null","5571","null","1094","null","129","null","213","null","535","null","372","null","530","379","null","null","1057","null","557","null","419","null","369","null","442","null","310","null","0","null","213","null",
"0500000US05125","Saline County, Arkansas","63023","null","2574","null","40163","null","2993","null","2486","null","991","null","3966","null","1122","null","2696","1066","null","null","7154","null","2136","null","2198","null","1146","null","4261","null","1326","null","99","null","177","null",
"0500000US05131","Sebastian County, Arkansas","55392","null","3182","null","36829","null","3421","null","2528","null","1155","null","4828","null","1087","null","3746","1179","null","null","2398","null","973","null","2000","null","965","null","3022","null","1111","null","41","null","80","null",
"0500000US05139","Union County, Arkansas","15331","null","1327","null","10523","null","1380","null","69","null","90","null","959","null","517","null","700","349","null","null","1524","null","762","null","313","null","216","null","1243","null","651","null","0","null","213","null",
"0500000US05143","Washington County, Arkansas","123902","null","4388","null","84211","null","4503","null","3890","null","1230","null","10768","null","1999","null","4578","1454","null","null","7320","null","1752","null","3027","null","1068","null","9947","null","2249","null","161","null","279","null",
"0500000US05145","White County, Arkansas","33452","null","2162","null","21556","null","2396","null","1809","null","955","null","2956","null","1014","null","2179","854","null","null","1627","null","645","null","295","null","241","null","3030","null","1158","null","0","null","213","null",
"0500000US05149","Yell County, Arkansas","9053","null","1070","null","5525","null","915","null","846","null","564","null","497","null","350","null","494","421","null","null","651","null","361","null","179","null","266","null","855","null","558","null","6","null","12","null",
"0500000US06001","Alameda County, California","838546","null","8256","null","560911","null","10247","null","26617","null","2974","null","75342","null","4563","null","64824","4293","null","null","35473","null","3030","null","17750","null","2044","null","56601","null","4336","null","1028","null","574","null",
"0500000US06005","Amador County, California","16944","null","1380","null","9688","null","1579","null","289","null","265","null","2105","null","1080","null","2404","977","null","null","541","null","397","null","156","null","142","null","1641","null","809","null","120","null","221","null",
"0500000US06007","Butte County, California","92995","null","3080","null","56129","null","3613","null","2901","null","1013","null","9245","null","1667","null","9622","1937","null","null","6737","null","1523","null","1798","null","916","null","6466","null","1481","null","97","null","162","null",
"0500000US06009","Calaveras County, California","16499","null","1768","null","9552","null","2002","null","492","null","387","null","1114","null","538","null","1874","1093","null","null","1126","null","616","null","165","null","181","null","2176","null","746","null","0","null","218","null",
"0500000US06011","Colusa County, California","9132","null","1386","null","6174","null","1439","null","260","null","267","null","738","null","475","null","1277","492","null","null","243","null","209","null","77","null","140","null","363","null","236","null","0","null","218","null",
"0500000US06013","Contra Costa County, California","560979","null","7931","null","366886","null","8169","null","23600","null","3413","null","51920","null","4450","null","47526","4092","null","null","18366","null","2609","null","11505","null","2031","null","39982","null","4081","null","1194","null","766","null",
"0500000US06015","Del Norte County, California","9505","null","1440","null","4649","null","1176","null","53","null","89","null","1372","null","648","null","1314","842","null","null","434","null","326","null","676","null","458","null","1007","null","531","null","0","null","218","null",
"0500000US06017","El Dorado County, California","89489","null","2842","null","53547","null","3066","null","5064","null","1678","null","8635","null","1356","null","7664","1583","null","null","5067","null","1424","null","1281","null","644","null","8137","null","1806","null","94","null","111","null",
"0500000US06019","Fresno County, California","419916","null","7364","null","257559","null","6809","null","13633","null","2348","null","39302","null","4058","null","49859","4779","null","null","19600","null","2728","null","10431","null","2010","null","28520","null","3456","null","1012","null","617","null",
"0500000US06021","Glenn County, California","11470","null","1251","null","8021","null","1276","null","158","null","187","null","650","null","403","null","1172","633","null","null","149","null","175","null","562","null","510","null","595","null","319","null","163","null","238","null",
"0500000US06023","Humboldt County, California","58508","null","3106","null","29556","null","2661","null","2678","null","1027","null","4772","null","1455","null","6189","1707","null","null","4619","null","1287","null","2314","null","1059","null","7987","null","1978","null","393","null","442","null",
"0500000US06025","Imperial County, California","59179","null","3520","null","37173","null","3542","null","1069","null","711","null","2577","null","1058","null","7288","1758","null","null","4895","null","1400","null","2475","null","1081","null","3401","null","1133","null","301","null","284","null",
"0500000US06029","Kern County, California","355016","null","8376","null","236904","null","7497","null","8475","null","2128","null","22248","null","3232","null","34763","4136","null","null","17272","null","2747","null","11742","null","2188","null","22672","null","2979","null","940","null","544","null",
"0500000US06031","Kings County, California","50480","null","2680","null","31259","null","2435","null","610","null","393","null","6073","null","1536","null","4870","1430","null","null","2791","null","989","null","1479","null","759","null","3262","null","907","null","136","null","184","null",
"0500000US06033","Lake County, California","25059","null","2448","null","13308","null","1993","null","473","null","377","null","3754","null","1141","null","2228","1158","null","null","1633","null","941","null","607","null","557","null","3056","null","936","null","0","null","218","null",
"0500000US06035","Lassen County, California","9142","null","1254","null","3275","null","934","null","460","null","390","null","302","null","300","null","1120","811","null","null","1805","null","944","null","1603","null","772","null","517","null","300","null","60","null","92","null",
"0500000US06037","Los Angeles County, California","4666042","null","21237","null","3080493","null","20799","null","196163","null","7161","null","363346","null","10593","null","387462","9668","null","null","140706","null","6956","null","76399","null","4355","null","410644","null","11651","null","10829","null","1619","null",
"0500000US06039","Madera County, California","57080","null","3781","null","37796","null","4003","null","1485","null","555","null","4371","null","1090","null","6165","1733","null","null","2212","null","831","null","492","null","330","null","4559","null","1504","null","0","null","218","null",
"0500000US06041","Marin County, California","125501","null","3641","null","74885","null","4160","null","9468","null","1809","null","12389","null","2441","null","8611","1630","null","null","2919","null","1082","null","2141","null","902","null","14857","null","1790","null","231","null","218","null",
"0500000US06043","Mariposa County, California","10112","null","1786","null","5110","null","1514","null","345","null","334","null","692","null","536","null","1538","933","null","null","1019","null","846","null","616","null","409","null","687","null","433","null","105","null","140","null",
"0500000US06045","Mendocino County, California","37789","null","2379","null","21053","null","2277","null","1111","null","588","null","3870","null","1234","null","3931","1274","null","null","1633","null","647","null","1200","null","730","null","4763","null","1490","null","228","null","243","null",
"0500000US06047","Merced County, California","104409","null","3780","null","73753","null","3906","null","3483","null","1203","null","4758","null","1356","null","11525","1823","null","null","4302","null","1116","null","1449","null","802","null","5023","null","1404","null","116","null","118","null",
"0500000US06053","Monterey County, California","182444","null","3755","null","120774","null","4469","null","5650","null","1580","null","11978","null","1714","null","15538","1914","null","null","8331","null","1447","null","6852","null","1419","null","12953","null","2098","null","368","null","277","null",
