Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,102
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,108
FINANCEINSURANCE,313
REALESTATERENTAL,89
SCIENTIFICTECHNICAL,377
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,595
EDUCATION,0
HEALTHCARE,2673
ART,207
FOOD,855
OTHER,214
