Age,Number
AGE_0_9,2740
AGE_10_19,2740
AGE_20_29,2522
AGE_30_39,2703
AGE_40_49,2750
AGE_50_59,3883
AGE_60_69,4006
AGE_70_79,2550
AGE_80,1479
