Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,765
FINANCEINSURANCE,2309
REALESTATERENTAL,591
SCIENTIFICTECHNICAL,2173
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,1518
EDUCATION,264
HEALTHCARE,9529
ART,630
FOOD,6108
OTHER,1446
