Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,57
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,106
FINANCEINSURANCE,420
REALESTATERENTAL,103
SCIENTIFICTECHNICAL,891
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,494
EDUCATION,0
HEALTHCARE,1956
ART,84
FOOD,1606
OTHER,410
