Age,Number
AGE_0_9,3489
AGE_10_19,3167
AGE_20_29,3209
AGE_30_39,3038
AGE_40_49,3317
AGE_50_59,4695
AGE_60_69,4944
AGE_70_79,3208
AGE_80,1588
