Age,Number
AGE_0_9,1976
AGE_10_19,2710
AGE_20_29,2438
AGE_30_39,2467
AGE_40_49,2671
AGE_50_59,3752
AGE_60_69,4742
AGE_70_79,3019
AGE_80,1660
