Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,978
FINANCEINSURANCE,1094
REALESTATERENTAL,387
SCIENTIFICTECHNICAL,2476
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,1869
EDUCATION,131
HEALTHCARE,9318
ART,508
FOOD,6655
OTHER,1304
