Age,Number
AGE_0_9,16530
AGE_10_19,17629
AGE_20_29,17117
AGE_30_39,15515
AGE_40_49,16248
AGE_50_59,17887
AGE_60_69,17296
AGE_70_79,9820
AGE_80,5901
