Age,Number
AGE_0_9,2139
AGE_10_19,2490
AGE_20_29,2151
AGE_30_39,2169
AGE_40_49,2200
AGE_50_59,3402
AGE_60_69,4383
AGE_70_79,2964
AGE_80,1403
