Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,1136
FINANCEINSURANCE,2397
REALESTATERENTAL,1354
SCIENTIFICTECHNICAL,4697
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,9606
EDUCATION,329
HEALTHCARE,11314
ART,1126
FOOD,9415
OTHER,2732
