Day,Task Loss,RMSE Loss
1.0,1793.2684326171875,24.857166290283203
2.0,1289.742919921875,20.801254272460938
3.0,1272.7901611328125,20.65206527709961
4.0,1030.7928466796875,18.403850555419922
5.0,1205.5513916015625,20.0504093170166
6.0,677.6596069335938,14.58504867553711
7.0,480.0380554199219,12.000543594360352
