Age,Number
AGE_0_9,1857
AGE_10_19,1998
AGE_20_29,1914
AGE_30_39,1690
AGE_40_49,2429
AGE_50_59,3526
AGE_60_69,5253
AGE_70_79,3450
AGE_80,1746
