Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,7032
FINANCEINSURANCE,3873
REALESTATERENTAL,2686
SCIENTIFICTECHNICAL,16028
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,10831
EDUCATION,1324
HEALTHCARE,40974
ART,2409
FOOD,18272
OTHER,4465
