Age,Number
AGE_0_9,3722
AGE_10_19,5773
AGE_20_29,7363
AGE_30_39,3373
AGE_40_49,3376
AGE_50_59,3896
AGE_60_69,4137
AGE_70_79,2721
AGE_80,1529
