Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,234
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,398
FINANCEINSURANCE,920
REALESTATERENTAL,324
SCIENTIFICTECHNICAL,636
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,575
EDUCATION,54
HEALTHCARE,5625
ART,265
FOOD,3151
OTHER,575
