Age,Number
AGE_0_9,6369
AGE_10_19,8149
AGE_20_29,11472
AGE_30_39,8014
AGE_40_49,6568
AGE_50_59,8183
AGE_60_69,9529
AGE_70_79,5074
AGE_80,3045
