Age,Number
AGE_0_9,2290
AGE_10_19,2251
AGE_20_29,2278
AGE_30_39,2397
AGE_40_49,2368
AGE_50_59,3711
AGE_60_69,4937
AGE_70_79,3186
AGE_80,1795
