Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,132
FINANCEINSURANCE,307
REALESTATERENTAL,103
SCIENTIFICTECHNICAL,2018
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,180
EDUCATION,19
HEALTHCARE,2268
ART,317
FOOD,2008
OTHER,369
