Age,Number
AGE_0_9,9416
AGE_10_19,9811
AGE_20_29,8314
AGE_30_39,9184
AGE_40_49,8618
AGE_50_59,10336
AGE_60_69,11349
AGE_70_79,5425
AGE_80,2963
