Age,Number
AGE_0_9,9693
AGE_10_19,10185
AGE_20_29,10030
AGE_30_39,10092
AGE_40_49,10224
AGE_50_59,12230
AGE_60_69,10319
AGE_70_79,6572
AGE_80,4100
