Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,827
FINANCEINSURANCE,2017
REALESTATERENTAL,1419
SCIENTIFICTECHNICAL,0
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,22322
EDUCATION,617
HEALTHCARE,18582
ART,2580
FOOD,10983
OTHER,4087
