Age,Number
AGE_0_9,49017
AGE_10_19,52254
AGE_20_29,52386
AGE_30_39,47615
AGE_40_49,49119
AGE_50_59,57256
AGE_60_69,52000
AGE_70_79,29402
AGE_80,17721
