Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,1363
FINANCEINSURANCE,3870
REALESTATERENTAL,2107
SCIENTIFICTECHNICAL,3621
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,16854
EDUCATION,305
HEALTHCARE,27955
ART,1253
FOOD,14666
OTHER,3886
