Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,1436
FINANCEINSURANCE,4123
REALESTATERENTAL,416
SCIENTIFICTECHNICAL,1051
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,1796
EDUCATION,0
HEALTHCARE,3775
ART,208
FOOD,4479
OTHER,1186
