Age,Number
AGE_0_9,8900
AGE_10_19,11285
AGE_20_29,9974
AGE_30_39,9613
AGE_40_49,10782
AGE_50_59,14403
AGE_60_69,12603
AGE_70_79,7369
AGE_80,3046
