Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,134
FINANCEINSURANCE,409
REALESTATERENTAL,217
SCIENTIFICTECHNICAL,570
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,869
EDUCATION,47
HEALTHCARE,2842
ART,0
FOOD,2341
OTHER,536
