Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,0
FINANCEINSURANCE,0
REALESTATERENTAL,0
SCIENTIFICTECHNICAL,0
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,44
EDUCATION,0
HEALTHCARE,256
ART,50
FOOD,159
OTHER,0
