Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,123
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,408
FINANCEINSURANCE,661
REALESTATERENTAL,438
SCIENTIFICTECHNICAL,1821
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,2042
EDUCATION,228
HEALTHCARE,5664
ART,2900
FOOD,7164
OTHER,1855
